,epoch,vals
0,0,0
1,0,0
2,0,0
3,0,0
4,0,512
5,0,0
6,0,4096
7,0,4098
8,0,48
9,0,8192
10,0,52
11,0,8192
12,0,8704
13,0,99
14,0,256
15,0,256
16,0,1280
17,0,264
18,0,679
19,0,17424
20,0,198
21,0,10923
22,0,24576
23,0,24592
24,0,9436
25,0,49168
26,0,31725
27,0,30682
28,0,38093
29,0,33184
30,0,55895
31,0,69120
32,0,68098
33,0,66114
34,0,66184
35,0,65660
36,0,96264
37,0,83208
38,0,94261
39,0,70129
40,0,122944
41,0,109823
42,0,115082
43,0,114649
44,0,126198
45,0,129182
46,0,125599
47,0,124399
48,0,131007
49,0,134342
50,1,0
51,1,0
52,1,0
53,1,512
54,1,2
55,1,0
56,1,0
57,1,0
58,1,1024
59,1,1024
60,1,4096
61,1,4096
62,1,4098
63,1,48
64,1,52
65,1,8704
66,1,8192
67,1,8192
68,1,56
69,1,99
70,1,1280
71,1,256
72,1,256
73,1,264
74,1,117
75,1,679
76,1,16912
77,1,17424
78,1,16416
79,1,24576
80,1,25604
81,1,24584
82,1,198
83,1,24592
84,1,10923
85,1,16474
86,1,4504
87,1,9436
88,1,26199
89,1,24692
90,1,25240
91,1,40960
92,1,39501
93,1,27895
94,1,30682
95,1,49152
96,1,49168
97,1,55296
98,1,31725
99,1,38103
100,2,0
101,2,0
102,2,0
103,2,512
104,2,2
105,2,0
106,2,0
107,2,0
108,2,0
109,2,1024
110,2,1024
111,2,10
112,2,4096
113,2,4098
114,2,4096
115,2,5120
116,2,4096
117,2,3088
118,2,34
119,2,4122
120,2,48
121,2,4128
122,2,52
123,2,8192
124,2,8704
125,2,56
126,2,56
127,2,8192
128,2,1114
129,2,99
130,2,99
131,2,8244
132,2,1280
133,2,256
134,2,256
135,2,256
136,2,264
137,2,117
138,2,116
139,2,672
140,2,679
141,2,683
142,2,16912
143,2,17424
144,2,22528
145,2,16912
146,2,16416
147,2,198
148,2,24577
149,2,24576
150,3,0
151,3,512
152,3,0
153,3,0
154,3,0
155,3,0
156,3,0
157,3,0
158,3,2
159,3,512
160,3,0
161,3,0
162,3,0
163,3,0
164,3,1024
165,3,1024
166,3,4
167,3,11
168,3,10
169,3,10
170,3,4096
171,3,4098
172,3,4096
173,3,4096
174,3,5120
175,3,4096
176,3,4096
177,3,17
178,3,3088
179,3,2066
180,3,32
181,3,34
182,3,4122
183,3,4128
184,3,48
185,3,8192
186,3,8192
187,3,52
188,3,9217
189,3,8704
190,3,56
191,3,56
192,3,4148
193,3,64
194,3,8224
195,3,8224
196,3,8224
197,3,8738
198,3,1114
199,3,90
200,4,0
201,4,0
202,4,1
203,4,0
204,4,0
205,4,1
206,4,0
207,4,0
208,4,0
209,4,0
210,4,2
211,4,512
212,4,0
213,4,0
214,4,0
215,4,0
216,4,512
217,4,0
218,4,0
219,4,2
220,4,0
221,4,1024
222,4,1024
223,4,4
224,4,1028
225,4,2048
226,4,11
227,4,11
228,4,10
229,4,8
230,4,10
231,4,11
232,4,10
233,4,4096
234,4,4096
235,4,4098
236,4,4096
237,4,4096
238,4,4096
239,4,4096
240,4,4096
241,4,5120
242,4,16
243,4,16
244,4,17
245,4,16
246,4,2066
247,4,3088
248,4,34
249,4,32
250,5,0
251,5,0
252,5,0
253,5,512
254,5,2
255,5,0
256,5,512
257,5,0
258,5,0
259,5,0
260,5,0
261,5,0
262,5,0
263,5,512
264,5,0
265,5,2
266,5,0
267,5,0
268,5,1
269,5,0
270,5,0
271,5,1
272,5,0
273,5,0
274,5,0
275,5,0
276,5,0
277,5,2
278,5,512
279,5,0
280,5,1
281,5,1024
282,5,1024
283,5,1024
284,5,4
285,5,1028
286,5,2048
287,5,2048
288,5,2048
289,5,523
290,5,10
291,5,10
292,5,11
293,5,11
294,5,8
295,5,10
296,5,10
297,5,11
298,5,4096
299,5,4096
300,6,0
301,6,0
302,6,0
303,6,0
304,6,2
305,6,512
306,6,0
307,6,1
308,6,0
309,6,0
310,6,1
311,6,513
312,6,0
313,6,0
314,6,2
315,6,512
316,6,0
317,6,0
318,6,0
319,6,0
320,6,0
321,6,0
322,6,1
323,6,0
324,6,0
325,6,1
326,6,0
327,6,0
328,6,512
329,6,0
330,6,2
331,6,512
332,6,0
333,6,0
334,6,0
335,6,0
336,6,512
337,6,0
338,6,2
339,6,0
340,6,0
341,6,1
342,6,0
343,6,0
344,6,1024
345,6,1024
346,6,1024
347,6,1024
348,6,4
349,6,4
350,7,0
351,7,0
352,7,0
353,7,0
354,7,0
355,7,512
356,7,0
357,7,2
358,7,0
359,7,0
360,7,1
361,7,0
362,7,0
363,7,1
364,7,0
365,7,0
366,7,1
367,7,1
368,7,1
369,7,0
370,7,0
371,7,0
372,7,0
373,7,2
374,7,1
375,7,0
376,7,512
377,7,0
378,7,512
379,7,2
380,7,512
381,7,512
382,7,513
383,7,0
384,7,0
385,7,1
386,7,2
387,7,0
388,7,0
389,7,512
390,7,1
391,7,0
392,7,512
393,7,2
394,7,0
395,7,0
396,7,0
397,7,0
398,7,0
399,7,0
400,8,0
401,8,0
402,8,0
403,8,1
404,8,0
405,8,0
406,8,0
407,8,0
408,8,0
409,8,0
410,8,0
411,8,0
412,8,2
413,8,512
414,8,0
415,8,1
416,8,0
417,8,512
418,8,514
419,8,0
420,8,512
421,8,0
422,8,1
423,8,1
424,8,0
425,8,512
426,8,0
427,8,0
428,8,0
429,8,1
430,8,512
431,8,512
432,8,0
433,8,0
434,8,512
435,8,0
436,8,0
437,8,0
438,8,2
439,8,0
440,8,1
441,8,0
442,8,1
443,8,0
444,8,0
445,8,1
446,8,0
447,8,0
448,8,1
449,8,0
450,9,0
451,9,1
452,9,512
453,9,512
454,9,0
455,9,1
456,9,0
457,9,2
458,9,0
459,9,0
460,9,0
461,9,1
462,9,0
463,9,1
464,9,0
465,9,1
466,9,512
467,9,0
468,9,0
469,9,0
470,9,514
471,9,2
472,9,0
473,9,512
474,9,512
475,9,2
476,9,512
477,9,2
478,9,3
479,9,0
480,9,0
481,9,1
482,9,0
483,9,513
484,9,2
485,9,0
486,9,0
487,9,0
488,9,514
489,9,0
490,9,512
491,9,0
492,9,1
493,9,0
494,9,0
495,9,512
496,9,2
497,9,0
498,9,0
499,9,0
500,10,0
501,10,1
502,10,512
503,10,0
504,10,0
505,10,2
506,10,512
507,10,1
508,10,0
509,10,1
510,10,0
511,10,512
512,10,0
513,10,514
514,10,0
515,10,0
516,10,0
517,10,0
518,10,512
519,10,0
520,10,2
521,10,0
522,10,1
523,10,0
524,10,3
525,10,0
526,10,1
527,10,0
528,10,514
529,10,0
530,10,1
531,10,0
532,10,512
533,10,0
534,10,0
535,10,0
536,10,513
537,10,512
538,10,1
539,10,0
540,10,1
541,10,0
542,10,2
543,10,1
544,10,0
545,10,0
546,10,0
547,10,2
