,epoch,vals
0,0,2605
1,0,18
2,0,1026
3,0,0
4,0,65
5,0,8200
6,0,15872
7,0,0
8,0,0
9,0,0
10,0,64
11,0,0
12,0,8
13,0,72
14,0,0
15,0,17988
16,0,25600
17,0,1186
18,0,32808
19,0,37888
20,0,36864
21,0,35329
22,0,12105
23,0,11535
24,0,256
25,0,258
26,0,322
27,0,32703
28,0,24966
29,0,19880
30,0,52890
31,0,56062
32,0,37106
33,0,55158
34,0,62459
35,0,53239
36,0,70152
37,0,77888
38,0,65536
39,0,74274
40,0,65552
41,0,67456
42,0,71040
43,0,82240
44,0,98962
45,0,71667
46,0,123222
47,0,101134
48,0,125086
49,0,118777
50,1,2605
51,1,72
52,1,8746
53,1,0
54,1,9
55,1,15878
56,1,2593
57,1,6
58,1,0
59,1,72
60,1,8
61,1,15872
62,1,64
63,1,0
64,1,0
65,1,65
66,1,0
67,1,0
68,1,15872
69,1,0
70,1,1026
71,1,8200
72,1,18
73,1,19456
74,1,17988
75,1,25600
76,1,25600
77,1,25610
78,1,15100
79,1,4342
80,1,1186
81,1,36928
82,1,32864
83,1,32808
84,1,36864
85,1,36880
86,1,35329
87,1,37888
88,1,41032
89,1,11535
90,1,11586
91,1,256
92,1,322
93,1,841
94,1,319
95,1,16697
96,1,320
97,1,27935
98,1,16707
99,1,12105
100,2,2605
101,2,18
102,2,9216
103,2,4170
104,2,1028
105,2,0
106,2,18
107,2,9
108,2,8202
109,2,3617
110,2,6
111,2,64
112,2,2613
113,2,8192
114,2,15873
115,2,512
116,2,64
117,2,7686
118,2,8200
119,2,1026
120,2,1024
121,2,15872
122,2,72
123,2,8746
124,2,0
125,2,9
126,2,15878
127,2,2593
128,2,6
129,2,0
130,2,72
131,2,8
132,2,15872
133,2,64
134,2,0
135,2,0
136,2,0
137,2,65
138,2,0
139,2,0
140,2,25600
141,2,18440
142,2,25610
143,2,19968
144,2,29760
145,2,29184
146,2,25601
147,2,16392
148,2,25600
149,2,17988
150,3,2605
151,3,65
152,3,0
153,3,0
154,3,1552
155,3,8233
156,3,14400
157,3,1537
158,3,8256
159,3,9
160,3,4610
161,3,1130
162,3,9249
163,3,3610
164,3,580
165,3,1024
166,3,2592
167,3,0
168,3,9216
169,3,64
170,3,9
171,3,114
172,3,6
173,3,7680
174,3,0
175,3,14369
176,3,2080
177,3,15878
178,3,5
179,3,9288
180,3,1605
181,3,8
182,3,3586
183,3,0
184,3,0
185,3,64
186,3,15872
187,3,1024
188,3,1026
189,3,8200
190,3,0
191,3,64
192,3,512
193,3,15873
194,3,8192
195,3,2613
196,3,64
197,3,6
198,3,3617
199,3,8202
200,4,2605
201,4,0
202,4,15874
203,4,8192
204,4,64
205,4,3625
206,4,9274
207,4,32
208,4,0
209,4,7706
210,4,512
211,4,33
212,4,1542
213,4,1096
214,4,1025
215,4,9248
216,4,2625
217,4,12352
218,4,6689
219,4,3617
220,4,3140
221,4,6
222,4,0
223,4,4
224,4,3592
225,4,7706
226,4,514
227,4,4148
228,4,2593
229,4,15936
230,4,70
231,4,0
232,4,15873
233,4,6
234,4,32
235,4,13888
236,4,34
237,4,2605
238,4,1537
239,4,1028
240,4,2666
241,4,4609
242,4,584
243,4,0
244,4,64
245,4,8202
246,4,8192
247,4,6
248,4,114
249,4,9
250,5,2605
251,5,13888
252,5,8192
253,5,8200
254,5,8192
255,5,3593
256,5,64
257,5,2601
258,5,12352
259,5,3629
260,5,114
261,5,6
262,5,8192
263,5,8202
264,5,64
