,epoch,vals
1487,29,490
1488,29,1217
1489,29,212
1490,29,1539
1491,29,1251
1492,29,1251
1493,29,1123
1494,29,644
1495,29,1027
1496,29,1236
1497,29,706
1498,29,628
1499,29,706
1500,30,1154
1501,30,707
1502,30,706
1503,30,1731
1504,30,644
1505,30,227
1506,30,2179
1507,30,1539
1508,30,738
1509,30,5635
1510,30,1121
1511,30,514
1512,30,1239
1513,30,628
1514,30,706
1515,30,1236
1516,30,1027
1517,30,644
1518,30,66
1519,30,1251
1520,30,1123
1521,30,516
1522,30,1154
1523,30,1219
1524,30,1024
1525,30,160
1526,30,202
1527,30,118
1528,30,675
1529,30,514
1530,30,1123
1531,30,1387
1532,30,707
1533,30,1223
1534,30,130
1535,30,4611
1536,30,2018
1537,30,1219
1538,30,163
1539,30,1424
1540,30,71
1541,30,1251
1542,30,706
1543,30,1539
1544,30,1088
1545,30,1251
1546,30,201
1547,30,71
1548,30,195
1549,30,2242
