[]_[],[]_[],[]_[],[8]_[],[8]_[],[8]_[],[8]_[],[]_[3],[]_[3],[7]_[],"[7, 8]_[3]",[]_[3],[8]_[],[3]_[1],"[7, 8]_[]",[8]_[],[8]_[],[]_[],[2]_[],"[]_[0, 3]"
000000000000000000,000000000000000000,000000000000000000,000000001000000000,000000001000000000,000000001000000000,000000001000000000,000000000000100000,000000000000100000,000000010000000000,000000011000100000,000000000000100000,000000001000000000,000100000010000000,000000011000000000,000000001000000000,000000001000000000,000000000000000000,001000000000000000,000000000100100000
