"[1, 2, 6, 7]_[1, 3, 4, 6]","[2, 7, 8]_[1, 2, 3, 4, 6, 8]","[1, 2, 6, 7, 8]_[1, 2, 3, 4, 7, 8]","[2, 6, 7]_[1, 2, 3, 4, 6, 7]","[1, 2, 6, 7]_[1, 3, 4, 6]","[2, 6, 7, 8]_[1, 2, 3, 4, 6, 8]","[1, 8]_[2, 3, 4, 6]","[1, 2, 6, 7]_[1, 2, 4, 6]","[2, 6, 8]_[3, 4, 6, 8]","[1, 2, 6, 7, 8]_[1, 2, 3, 4, 7, 8]","[2, 7, 8]_[2, 3, 4, 6, 7]","[2, 6, 8]_[2, 3, 4, 6]","[1, 2, 7]_[3, 4, 6, 8]","[2, 6, 7, 8]_[1, 3, 4, 7, 8]","[1, 2, 7, 8]_[3, 4, 8]","[1, 7, 8]_[2, 3, 4, 6, 7, 8]","[1, 7, 8]_[1, 2, 3, 4, 7, 8]","[1, 2, 6, 7, 8]_[3, 4, 6, 7]","[2, 6, 8]_[1, 2, 3, 4, 6, 8]","[1, 2, 6, 7]_[3, 7, 8]","[2, 6, 7, 8]_[3, 4, 6, 7, 8]","[2, 6, 7, 8]_[2, 3, 4, 6, 7, 8]","[1, 2, 6, 7, 8]_[3, 4, 6, 7]","[1, 2, 7, 8]_[2, 3, 4, 6, 7]","[1, 2, 7]_[1, 2, 3, 4, 6, 8]"
1100001000110101,1100011011011110,1100011111110011,0100011011110110,1100011110110100,0100010111110101,1000000101110100,0100011011010100,0100010100100101,1100011111110011,1000001101100110,0100010101110100,1100011000100011,0100011110110011,0100011100110001,1000101101110111,1000001111110010,1100011100110100,0100010111110101,1110011000100011,0100011101111011,0100001101110111,1110001100110110,1100101101111000,1100001011010000
0.9387755102040816,0.9081632653061225,0.8877551020408163,0.8673469387755102,0.8265306122448979,0.8163265306122449,0.8061224489795917,0.7653061224489794,0.7448979591836734,0.7244897959183673,0.7040816326530612,0.6938775510204082,0.693877551020408,0.6836734693877551,0.6836734693877551,0.6326530612244897,0.6326530612244897,0.6224489795918366,0.6122448979591837,0.6122448979591837,0.6122448979591836,0.6020408163265305,0.5918367346938775,0.5918367346938775,0.5918367346938775
