"[2, 3, 5, 6, 7]_[1, 2, 6, 7, 8]","[2, 3, 5, 6, 7]_[1, 2, 6, 7, 8]","[2, 3, 5, 6, 7]_[1, 2, 6, 7, 8]","[2, 3, 5, 6, 7]_[1, 2, 6, 7, 8]"
001101110011000111,001101110011000111,001101110011000111,001101110011000111
