,epoch,vals
0,0,261623
1,0,130735
2,0,1
3,0,262143
4,1,131063
5,1,261255
6,1,7
7,1,130735
8,2,131063
9,2,130695
10,2,261367
11,2,261255
12,3,195815
13,3,130951
14,3,131063
15,3,131063
16,4,54503
17,4,130279
18,4,196071
19,4,131047
20,5,64871
21,5,54503
22,5,54503
23,5,131015
24,6,56679
25,6,64871
26,6,64871
27,6,64871
28,7,56647
29,7,56679
30,7,56679
31,7,56679
32,8,56647
33,8,56647
34,8,56647
35,8,56647
36,9,56775
37,9,56647
38,9,56647
39,9,56647
40,10,56775
41,10,56775
42,10,56775
43,10,56775
44,11,56775
45,11,56775
46,11,56775
47,11,56775
48,12,56775
49,12,56775
50,12,56775
51,12,56775
52,13,56519
53,13,56775
54,13,56775
55,13,56775
56,14,56519
57,14,56775
58,14,56775
59,14,56775
60,15,56519
61,15,56519
62,15,56775
63,15,56775
64,16,56519
65,16,56519
66,16,56519
67,16,56775
68,17,56519
69,17,56519
70,17,56519
71,17,56519
72,18,56519
73,18,56519
74,18,56519
75,18,56519
76,19,56519
77,19,56519
78,19,56519
79,19,56519
80,20,56519
81,20,56519
82,20,56519
83,20,56519
84,21,56519
85,21,56519
86,21,56519
87,21,56519
88,22,56519
89,22,56519
90,22,56519
91,22,56519
92,23,56519
93,23,56519
94,23,56519
95,23,56519
96,24,56519
97,24,56519
98,24,56519
99,24,56519
100,25,56519
101,25,56519
102,25,56519
103,25,56519
104,26,56519
105,26,56519
106,26,56519
107,26,56519
108,27,56519
109,27,56519
110,27,56519
111,27,56519
112,28,56519
113,28,56519
114,28,56519
115,28,56519
116,29,56519
117,29,56519
118,29,56519
119,29,56519
120,30,56519
121,30,56519
122,30,56519
123,30,56519
