"[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3, 8]_[2, 3]","[3, 8]_[2, 3]","[3, 7]_[2, 3]","[3, 7]_[2, 3]","[3, 8]_[]",[]_[3],[7]_[3],[3]_[3],"[3, 6, 8]_[2, 3]",[3]_[3],[]_[3],"[3, 8]_[3]","[3, 5]_[2, 3]"
0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000101100000,0010000101100000,0010001001100000,0010001001100000,0010000100000000,0000000000100000,0000001000100000,0010000000100000,0010010101100000,0010000000100000,0000000000100000,0010000100100000,0010100001100000
