"[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]"
000100000001100000,000100000001100000,000100000001100000,000100000001100000,000100000001100000,000100000001100000,000100000001100000,000100000001100000,000100000001100000,000100000001100000
