"[2, 6, 7]_[1, 3, 4, 7]","[2, 6, 7, 8]_[1, 2, 3, 4, 8]","[2, 6, 7, 8]_[1, 3, 4, 7, 8]","[1, 6, 7]_[2, 3, 4]","[2, 6, 7, 8]_[1, 3, 4, 7]","[2, 6, 7]_[1, 3, 4, 6]","[2, 6, 7]_[1, 2, 3, 4, 7, 8]","[1, 2, 6, 7, 8]_[1, 3, 4, 7, 8]","[1, 2, 6]_[3, 4, 8]","[2, 6, 7]_[1, 3, 4, 7]","[2, 6, 7, 8]_[1, 3, 4, 7]","[1, 2, 6, 8]_[1, 3, 4, 6]","[2, 7]_[1, 2, 3, 4, 6, 8]","[2, 6, 8]_[1, 3, 4, 6, 7, 8]","[1, 2, 6, 7, 8]_[1, 2, 3, 4, 7]","[1]_[2, 3, 4, 5]","[2, 6]_[2, 4, 7, 8]","[1, 2, 3, 6]_[2, 3, 4]","[2, 6, 7, 8]_[1, 3, 4, 7, 8]","[2, 6]_[1, 3, 4, 7, 8]","[1, 2, 6, 8]_[1, 3, 4, 6, 7]","[2, 6, 7, 8]_[1, 3, 4, 8]","[1, 2]_[1, 2, 3, 4, 5, 7]","[1, 2, 6, 7]_[1, 3, 4, 8]","[1, 2]_[1, 3, 4, 7, 8]"
0100011010110010,0101011011110001,0100011100110011,0000011010110001,0110011111110010,0100011010110110,1100011011111011,1100011010111011,1100010000110001,0100011010110010,0110111110110000,1100010110111000,1010100001000111,0101010110100111,1100011101110010,1010010001110000,0100010001010011,1110010101110000,0100011110110011,0011010110100011,1100010000010110,0110111000010001,1100000011111010,1000011010110001,1100000110110011
0.9224489795918367,0.9061224489795918,0.8448979591836734,0.8122448979591836,0.8040816326530611,0.7877551020408162,0.7755102040816326,0.7673469387755102,0.7673469387755102,0.7428571428571428,0.7387755102040816,0.7387755102040816,0.7306122448979592,0.7265306122448979,0.710204081632653,0.7102040816326529,0.6897959183673469,0.6612244897959183,0.657142857142857,0.6448979591836734,0.6285714285714286,0.6204081632653061,0.5918367346938775,0.5755102040816327,0.5673469387755101
