"[1, 4, 5, 7]_[0, 2, 3, 4, 5]","[0, 2, 3, 5, 7]_[1, 2, 3, 6]","[0, 5, 6, 8]_[1, 2, 3, 4, 6, 7, 8]","[1, 5, 6, 7]_[0, 1, 2, 6, 7, 8]"
010011010101111000,101101010011100100,100001101011110111,010001110111000111
