"[2, 5, 8]_[3]","[1, 3, 7]_[0, 1]","[]_[1, 2, 4, 8]","[2, 4, 5]_[2, 3]","[3, 7]_[1, 3, 6, 8]","[2, 4, 7]_[1, 3]","[4, 7, 8]_[1, 2, 5]","[1, 4, 8]_[0, 2, 3, 8]","[0, 3, 5, 7, 8]_[2, 7]","[2, 3, 4, 5, 6, 8]_[2, 5]"
001001001000100000,010100010110000000,000000000011010001,001011000001100000,000100010010100101,001010010010100000,000010011011001000,010010001101100001,100101011001000010,001111101001001000
