"131814","204060","47265","161791","131039","186015","8577","113843","29798","261879","226948","98302","188103","18449","0","65664","36996","252650","228808","513","74456","38","41030","91997","137885","262119","53636","65119","191038","70769","512","0","67584","0","25220","168736","43496","128957","253311","261630","220382","75299","196865","235646","233327","131209","30363","259022","9962","163061","152920","261623","262015","65568","0","0","167870","416","149132","205746","210809","228863","63215","258015","0","189168","99","35792","17676","220735","95800","119473","26640","0","1028","131036","256","89513","194555","1280","179578","14345","65536","63472","67844","141","82649","196479","161270","261951","512","139776","190461","2","20514","32768","0","248799","54318","65263"
"30","30","30","30","30","30","30","30","30","30","30","30","30","13","4","30","14","30","30","30","30","5","5","30","30","30","30","30","30","30","7","1","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","8","0","3","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","13","10","0","30","30","30","30","30","30","30","9","1","30","30","6","14","30","30","30","30","30","30","30","30","30","4","30","30","9"
"250","250","250","250","250","250","250","250","250","250","250","250","250","114","42","250","122","250","250","250","250","50","50","250","250","250","250","250","250","250","66","18","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","74","10","34","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","114","90","10","250","250","250","250","250","250","250","82","18","250","250","58","122","250","250","250","250","250","250","250","250","250","42","250","250","82"
