,rstring,convtime,visited,bestfit,bestrule
0,65536,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd820>
1,0,0,100,"[0.06607495 0.0887574  0.63905325 1.         0.08579882 0.89230769
 0.62011834 0.83653846 0.5433925  0.19230769 0.9566075  0.73136095
 0.19033531 0.43905325 0.         0.14299803 0.09585799 0.77278107
 0.37771203 0.         0.2852071  0.38954635 0.68402367 0.9556213
 0.69704142 0.50650888 0.8852071  0.60946746 0.75976331 0.73372781
 0.61893491 0.41183432 0.8852071  0.69625247 0.34911243 0.14299803
 0.09940828 0.94792899 0.24852071 0.         0.82544379 0.84516765
 0.85088757 0.         0.32662722 1.         0.76923077 0.93017751
 1.         0.77514793 0.         1.         0.22386588 0.63431953
 0.58816568 0.87100592 0.29230769 1.         0.88757396 0.37080868
 0.62919132 0.0066568  0.35857988 0.16686391 0.14595661 0.89151874
 0.68994083 0.33609467 0.17633136 0.47218935 0.64970414 0.89447732
 0.8887574  0.9147929  0.8        0.89250493 0.02662722 1.
 0.10414201 0.03550296 0.80118343 0.         0.07889546 0.31854043
 0.36612426 0.68737673 0.83905325 0.12544379 1.         0.3964497
 0.6035503  0.17159763 0.56551141 0.51005917 0.         0.40710059
 0.54911243 0.33530572 0.92071006 0.32662722]",<lifelike.Rulestring.Rulestring object at 0x7f5b322ef940>
2,0,0,100,"[0.21978022 0.         0.83550296 0.89704142 0.58698225 0.91025641
 0.94792899 0.37771203 0.5183432  0.06804734 0.27928994 0.4418146
 0.36686391 0.86686391 0.         0.30177515 0.41065089 0.49901381
 0.82741617 0.75345168 0.72426036 0.74556213 0.44260355 0.84852071
 0.26035503 0.91715976 0.6852071  0.31952663 0.5887574  0.75739645
 0.84497041 0.71715976 0.05029586 0.33136095 0.57001972 1.
 0.38343195 0.3704142  0.39171598 0.87573964 0.382643   0.43786982
 0.44615385 0.         0.38461538 0.55384615 0.69112426 0.83333333
 0.48422091 1.         0.96804734 0.10414201 0.51676529 0.20828402
 0.02011834 0.53353057 0.69033531 0.93786982 0.84615385 0.30414201
 0.46508876 0.1112426  0.52662722 0.66469428 0.96804734 0.48323471
 0.2375317  0.7408284  0.4887574  0.46153846 0.53698225 0.8260355
 0.79487179 0.44477318 0.         0.08030431 0.07692308 0.84852071
 0.81854043 0.70650888 0.62130178 0.50769231 0.81854043 0.42840237
 0.85798817 0.23499577 0.03550296 0.10887574 0.         0.58284024
 0.09230769 0.0295858  0.92110454 0.         0.57988166 0.3408284
 0.07455621 0.17948718 0.50414201 0.45798817]",<lifelike.Rulestring.Rulestring object at 0x7f5b3239e6d0>
3,0,0,100,"[0.50059172 0.13609467 0.30843195 0.92899408 0.         0.42772612
 0.80828402 0.25088757 0.74556213 0.44970414 0.2887574  0.02761341
 0.87692308 0.95364892 1.         0.28994083 0.72879684 0.40236686
 0.71005917 0.         0.06311637 0.         0.68977177 0.91462384
 0.55147929 0.92426036 0.63313609 0.         0.0591716  0.94280079
 0.22840237 0.7739645  0.11715976 1.         0.40828402 0.18224852
 0.64792899 0.19289941 0.54536489 0.09368836 0.36923077 0.76449704
 0.         0.84108199 0.58816568 0.         0.2591716  0.96449704
 1.         0.76824458 0.30473373 0.3964497  0.79763314 0.60946746
 1.         0.45680473 0.17751479 0.1443787  0.15266272 0.74894336
 0.63431953 0.38343195 0.70742932 0.24023669 0.49349112 0.63313609
 0.10295858 0.61143984 0.32899408 0.23313609 0.22386588 0.79881657
 0.17633136 0.59368836 0.37278107 0.27120316 0.83550296 0.44615385
 0.38579882 1.         0.73609467 0.86390533 0.41301775 1.
 0.87100592 0.44378698 0.97988166 0.50295858 0.92899408 1.
 0.44615385 0.0591716  0.6295858  0.40946746 0.12307692 0.22978304
 0.13355875 0.67455621 0.79585799 0.57988166]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bd6d0>
4,16,0,100,"[0.43431953 0.60777684 0.09213863 0.41814596 0.3678501  0.1617357
 0.91518738 0.75486052 0.93017751 0.38560158 0.93017751 0.52426036
 1.         0.83136095 0.29704142 0.63313609 0.12426036 0.62366864
 0.30515638 0.37362637 0.87743026 0.93017751 0.87810651 0.43550296
 0.64299803 0.78224852 0.81755424 0.26390533 0.18106509 0.84852071
 0.77159763 0.0581854  0.57514793 0.28047337 0.05207101 0.23668639
 0.64398422 0.7408284  0.38106509 0.65384615 0.36686391 0.4556213
 0.7112426  0.28920118 0.83786982 0.68757396 0.27416174 0.46153846
 0.71203156 0.46982249 0.36213018 0.79966188 0.80473373 0.72662722
 0.66962525 0.2295858  0.06982249 0.47573964 0.28994083 0.50059172
 0.79408284 0.21104536 0.12662722 0.21420118 0.49349112 0.41775148
 0.93017751 0.86153846 0.68469992 0.62056213 0.57633136 0.06982249
 0.40828402 0.73017751 0.27100592 0.68994083 0.22485207 0.9501268
 0.55857988 0.58698225 0.41617357 0.58579882 0.51952663 0.47928994
 0.56923077 0.63806706 0.42899408 0.92504931 0.57988166 0.59960552
 0.89467456 0.93293886 0.93017751 0.55739645 0.28655959 0.39526627
 0.60749507 0.73254438 0.0581854  0.40236686]",<lifelike.Rulestring.Rulestring object at 0x7f5b323dfbb0>
5,34824,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233fb20>
6,4096,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239e4f0>
7,2144,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bbe50>
8,4128,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa220>
9,8707,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323dff10>
10,1616,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9670>
11,388,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3244d910>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323ed220>
13,64,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bda90>
14,8482,30,2500,0.9918639053254438,<lifelike.Rulestring.Rulestring object at 0x7f5b322d3bb0>
15,4,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233f520>
16,1234,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bb80>
17,135690,30,2500,0.9467455621301775,<lifelike.Rulestring.Rulestring object at 0x7f5b323cd100>
18,3086,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322dcca0>
19,26720,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239a0d0>
20,32992,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b490>
21,18460,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb490>
22,16388,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323be220>
23,82451,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32336d30>
24,2598,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322dcf10>
25,8625,30,2500,0.9915469146238377,<lifelike.Rulestring.Rulestring object at 0x7f5b3242e610>
26,2062,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239aee0>
27,64,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323dff40>
28,17124,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa970>
29,22945,30,2500,0.9915469146238377,<lifelike.Rulestring.Rulestring object at 0x7f5b3231c1f0>
30,55555,30,2500,0.9933431952662722,<lifelike.Rulestring.Rulestring object at 0x7f5b323a96a0>
31,51266,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bdb50>
32,84705,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32336580>
33,17696,30,2500,0.9915469146238377,<lifelike.Rulestring.Rulestring object at 0x7f5b324371c0>
34,36934,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b77f0>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7850>
36,149608,30,2500,0.9577345731191885,<lifelike.Rulestring.Rulestring object at 0x7f5b323c7640>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b45b0>
38,183816,30,2500,0.9577345731191885,<lifelike.Rulestring.Rulestring object at 0x7f5b322de730>
39,77200,30,2500,0.9923922231614539,<lifelike.Rulestring.Rulestring object at 0x7f5b323d1c70>
40,128466,30,2500,0.9933431952662722,<lifelike.Rulestring.Rulestring object at 0x7f5b323f2730>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32419a00>
42,137177,30,2500,0.9467455621301775,<lifelike.Rulestring.Rulestring object at 0x7f5b324c1f40>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32399c40>
44,13189,30,2500,0.9901380670611439,<lifelike.Rulestring.Rulestring object at 0x7f5b3242d250>
