,rstring,convtime,visited,bestfit,bestrule
0,65536,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bed00>
1,0,0,100,"[0.59053254 0.07100592 1.         0.34556213 0.45443787 0.
 1.         1.         0.85680473 0.43871513 0.52662722 0.84733728
 0.07928994 0.75976331 0.64023669 0.9183432  0.37193576 0.43984221
 0.         0.50295858 0.31262327 0.84615385 0.22386588 0.72781065
 0.68994083 0.41065089 0.80946746 0.33372781 0.20963652 0.30059172
 0.         1.         0.70650888 1.         0.0591716  0.34319527
 0.9852071  0.2591716  0.58224852 0.44378698 0.08047337 0.59881657
 0.12544379 0.79289941 0.7112426  0.37751479 0.6035503  0.50887574
 1.         0.20414201 0.51952663 0.3704142  0.3704142  0.68402367
 0.14792899 0.02011834 0.07100592 0.62840237 0.64260355 0.50059172
 0.96804734 0.22721893 0.78934911 0.29112426 0.98934911 0.2816568
 0.46627219 0.38698225 0.         0.84852071 0.93136095 0.70059172
 0.62366864 0.90414201 0.68757396 0.54945055 0.18343195 0.43313609
 0.49605523 0.18698225 0.77159763 0.96449704 0.01065089 0.44260355
 0.67258383 0.63905325 0.28994083 0.96686391 0.52426036 0.32781065
 0.03195266 1.         0.61538462 0.12189349 0.02011834 0.45759369
 0.45207101 0.53017751 0.         0.46863905]",<lifelike.Rulestring.Rulestring object at 0x7f5b324ad580>
2,0,0,100,"[0.83076923 0.04378698 0.83313609 0.80710059 0.45443787 0.50591716
 0.38816568 0.53930685 0.41775148 0.66627219 0.6260355  0.11341223
 0.         0.12426036 0.75739645 0.97928994 0.25088757 0.66035503
 0.76094675 0.33727811 0.60650888 0.18816568 0.15739645 0.35601578
 0.19171598 1.         0.11341223 0.71597633 1.         0.43550296
 1.         0.         1.         0.63076923 0.37159763 0.06982249
 0.45443787 1.         0.37159763 0.         0.48047337 0.35857988
 0.49349112 0.12544379 0.4556213  0.54319527 0.98934911 0.65443787
 0.         0.84970414 0.40236686 0.34674556 0.16804734 0.06863905
 0.22248521 0.4816568  0.20591716 0.22721893 0.11580727 0.86390533
 0.15502959 0.3739645  0.29112426 0.32899408 1.         0.57278107
 0.73076923 0.17159763 0.90769231 0.84970414 0.40433925 0.26627219
 0.93017751 0.70769231 0.41420118 0.27218935 0.70532544 0.73372781
 0.24260355 0.76094675 0.9566075  0.1321499  0.85680473 0.6852071
 0.64733728 0.87573964 1.         0.40138067 0.80946746 0.83905325
 0.53964497 0.51715976 0.61420118 0.36568047 0.         0.54674556
 0.50059172 0.87179487 1.         0.15029586]",<lifelike.Rulestring.Rulestring object at 0x7f5b3233f790>
3,0,0,100,"[0.27218935 0.70118343 0.76213018 0.86390533 0.22130178 0.31360947
 0.9260355  0.8816568  0.53846154 0.0852071  0.51005917 0.51360947
 0.97988166 0.33136095 0.96804734 0.34674556 0.76094675 0.29349112
 0.34911243 0.43550296 0.55384615 0.81301775 0.86982249 0.69112426
 0.6295858  0.         0.37159763 0.62366864 0.18224852 0.72544379
 0.67337278 0.         0.05443787 0.40118343 0.25325444 0.80118343
 0.96351085 0.46863905 0.66745562 0.22879684 0.92544379 0.84260355
 0.32544379 0.92899408 0.43431953 0.         0.25680473 0.16331361
 0.53372781 0.85443787 0.58934911 0.27928994 0.79408284 0.69704142
 0.58086785 0.83313609 0.25443787 0.70414201 0.51715976 0.21775148
 0.45088757 0.13313609 0.         0.37672584 0.60591716 0.80473373
 0.07573964 0.50295858 0.76568047 1.         0.09230769 0.44023669
 0.84122288 0.63076923 0.84122288 0.64852071 0.         0.32426036
 0.6260355  1.         0.46055227 0.5443787  0.9147929  0.93727811
 0.35976331 0.06982249 0.32662722 0.         0.45088757 0.65680473
 0.87573964 0.         0.56213018 0.64891519 0.98934911 0.06863905
 0.96686391 0.40473373 0.88994083 1.        ]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bcd60>
4,16,0,100,"[0.33474218 0.06982249 0.84023669 0.93017751 0.27100592 0.10295858
 0.89704142 0.06982249 0.27514793 0.4887574  0.66390533 0.54556213
 0.47218935 0.6591716  0.34319527 0.3704142  0.66153846 0.79763314
 0.91952663 0.12662722 0.82366864 0.17869822 0.9418146  0.84023669
 0.5183432  0.16213018 0.64497041 0.72426036 0.36568047 0.55384615
 0.70512821 0.12721893 0.84852071 0.19408284 0.57593688 0.75384615
 0.53609467 0.93017751 0.73964497 0.72544379 0.65088757 0.41656805
 0.40946746 0.42721893 0.6        0.48757396 0.19289941 0.93017751
 0.20710059 0.06982249 0.22840237 0.29230769 0.25798817 0.06982249
 0.84852071 0.75976331 0.37751479 0.10946746 0.20473373 0.62840237
 0.6887574  0.54319527 0.39171598 0.8035503  0.93017751 0.44477318
 0.23076923 0.30532544 0.34319527 0.06982249 0.79171598 1.
 0.45266272 0.35502959 0.7704142  0.22721893 0.15502959 0.57278107
 0.34319527 0.93017751 0.75739645 0.49940828 0.63905325 0.08994083
 0.29940828 0.72781065 0.87455621 0.9566075  0.83313609 0.06982249
 1.         0.26508876 0.1704142  0.0816568  0.5964497  0.36568047
 0.9418146  0.77751479 0.16094675 0.69526627]",<lifelike.Rulestring.Rulestring object at 0x7f5b323bebe0>
5,34824,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7ee0>
6,4096,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bdee0>
7,2144,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239aac0>
8,4128,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32337190>
9,8707,0,100,"[0.69822485 0.78698225 0.20236686 0.71597633 0.50650888 0.68757396
 0.72781065 0.30769231 0.53136095 0.61420118 1.         0.49802761
 0.50650888 0.25680473 0.62820513 0.39289941 0.82248521 0.61065089
 0.4035503  0.33846154 0.46745562 0.26863905 0.34911243 0.65779093
 0.29940828 0.4591716  0.69940828 0.27810651 0.33491124 0.83347422
 0.58698225 0.66982249 0.52307692 0.50887574 0.38461538 0.21301775
 0.25798817 0.33727811 0.86863905 0.21301775 0.34674556 0.69349112
 0.42721893 0.21065089 0.4591716  0.65680473 0.74911243 0.50769231
 0.70177515 0.31005917 0.33964497 0.38757396 0.29822485 0.29230769
 0.8556213  0.6295858  0.41538462 0.44852071 0.25088757 0.79408284
 0.61420118 0.34418146 0.37771203 0.39881657 0.58106509 0.75147929
 0.61301775 0.29783037 0.52544379 0.43076923 0.82248521 0.39171598
 0.82248521 0.51310228 0.09822485 0.21301775 0.73136095 0.24615385
 0.5112426  0.37514793 0.52189349 0.22011834 0.32662722 0.78698225
 0.31597633 0.46745562 0.83905325 0.36568047 0.73372781 0.34674556
 0.21301775 0.18106509 0.67218935 0.29980276 0.60828402 0.8556213
 0.52426036 0.82248521 0.38658777 0.42406312]",<lifelike.Rulestring.Rulestring object at 0x7f5b323bfd30>
10,1616,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323be910>
11,388,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324b1c70>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324ad1f0>
13,64,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239a370>
14,8482,30,2500,0.9901380670611439,<lifelike.Rulestring.Rulestring object at 0x7f5b3242bbb0>
15,4,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3231ce20>
16,1234,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bcd00>
17,135690,30,2500,0.9467455621301775,<lifelike.Rulestring.Rulestring object at 0x7f5b32395f10>
18,3086,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323990d0>
19,26720,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32437580>
20,32992,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32437370>
21,18460,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9a00>
22,16388,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bed90>
23,82451,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32437790>
24,2598,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239e250>
25,8625,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b3234d040>
26,2062,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323be460>
27,64,0,100,"[0.82366864 0.61183432 0.03313609 0.75621302 0.96686391 0.53372781
 0.48619329 0.48047337 0.53846154 0.41301775 0.78934911 0.9112426
 0.91321499 0.05325444 0.80473373 0.55522682 0.96686391 0.69704142
 0.59861933 0.26725838 0.97988166 0.42721893 0.68402367 0.96686391
 1.         0.24615385 0.44378698 0.3382643  0.42130178 0.89704142
 0.88757396 0.59526627 0.0556213  0.15857988 0.02761341 0.61775148
 0.23372781 0.2816568  0.96686391 0.96686391 0.4112426  0.92307692
 0.92899408 0.97238659 0.21794872 0.43313609 0.52324598 0.18461538
 0.44497041 0.75857988 0.55739645 0.45759369 0.8035503  0.03313609
 0.4260355  0.03313609 0.39763314 0.20828402 0.88757396 0.98934911
 0.65680473 0.96686391 0.27455621 0.96686391 0.13372781 0.59053254
 0.71597633 0.63786982 0.66272189 0.03313609 0.60236686 0.53491124
 0.58698225 0.88639053 0.24970414 0.77159763 1.         0.07100592
 0.43431953 0.03313609 0.3183432  0.8        0.61420118 0.44378698
 0.47810651 0.09940828 0.03313609 0.23786982 0.75384615 0.72426036
 0.12426036 0.34674556 0.97238659 0.48994083 0.59289941 0.83076923
 0.62130178 0.0887574  0.3183432  0.26035503]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bcaf0>
28,17124,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32399970>
29,22945,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323b0b80>
30,55555,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323d5730>
31,51266,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8a60>
32,84705,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319dc0>
33,17696,30,2500,0.9901380670611439,<lifelike.Rulestring.Rulestring object at 0x7f5b32354d00>
34,36934,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32399280>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b88b0>
36,149608,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b323ff130>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32334cd0>
38,183816,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b32382640>
39,77200,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b3234e940>
40,128466,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323c4070>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8be0>
42,137177,30,2500,0.9398422090729783,<lifelike.Rulestring.Rulestring object at 0x7f5b32419b50>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bec70>
44,13189,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324c2460>
45,208450,30,2500,0.9477317554240631,<lifelike.Rulestring.Rulestring object at 0x7f5b3232f700>
46,72404,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f9af0>
47,158825,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b32424610>
48,33866,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3231f0a0>
49,105626,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233f670>
50,243002,30,2500,0.9563609467455622,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5400>
51,97862,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239a160>
52,66949,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323ac9a0>
53,43107,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32337340>
54,219783,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5040>
55,207806,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5be0>
56,103355,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b32419be0>
57,182063,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323c4c70>
58,64755,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239ea60>
59,261633,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b323807f0>
60,251260,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32329250>
61,64955,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324ad3d0>
62,173557,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b324c2580>
63,138367,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b324433d0>
64,113935,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5a30>
65,231228,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323c4790>
66,153575,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5c70>
67,196094,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323c7970>
68,237460,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32323850>
69,175055,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b3242d4f0>
70,29033,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b3236eeb0>
71,143871,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32299700>
72,48830,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323ff6d0>
73,38653,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd370>
74,51987,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324c11f0>
75,131029,30,2500,0.9915469146238377,<lifelike.Rulestring.Rulestring object at 0x7f5b322e8760>
76,235511,30,2500,0.9501267962806424,<lifelike.Rulestring.Rulestring object at 0x7f5b32347c10>
77,188399,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323476a0>
78,261618,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b322e8f70>
79,122845,30,2500,0.9915469146238377,<lifelike.Rulestring.Rulestring object at 0x7f5b32309880>
80,208379,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323a9640>
