,rstring,convtime,visited,bestfit,bestrule
10,1616,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3235c910>
11,388,30,2500,0.9822485207100592,<lifelike.Rulestring.Rulestring object at 0x7f5b324bceb0>
12,144640,30,2500,0.9233136094674557,<lifelike.Rulestring.Rulestring object at 0x7f5b323cf760>
13,64,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd940>
14,8482,30,2500,0.9923922231614539,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb460>
15,4,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bdfa0>
16,1234,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323fb370>
17,135690,30,2500,0.8563313609467456,<lifelike.Rulestring.Rulestring object at 0x7f5b323a9b20>
18,3086,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa490>
19,26720,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b63d0>
20,32992,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323cf6a0>
21,18460,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7eb0>
22,16388,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fab50>
23,82451,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d44c0>
24,2598,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319460>
25,8625,30,2500,0.9902958579881657,<lifelike.Rulestring.Rulestring object at 0x7f5b32299070>
26,2062,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9ac0>
27,64,0,100,"[0.58851085 0.27763314 0.01538462 0.93964497 0.6452071  0.43364328
 0.96338757 0.9509721  0.59266272 0.10272189 0.68118343 0.06177515
 0.97357002 0.61869822 0.84260355 0.21017751 0.69751479 0.11668639
 0.52284024 0.37680473 0.73964497 0.89822485 0.67905325 0.49846154
 0.96055227 0.48047337 0.77112426 0.04189349 0.36615385 0.58106509
 0.50721893 0.49230769 0.37680473 0.01846154 0.95192308 0.00662722
 0.98343195 0.02816568 0.34461538 0.42366864 0.79147929 0.34295858
 0.67502959 0.21775148 0.29704142 0.27621302 0.39104708 0.72047337
 0.00662722 0.36923077 0.81348083 0.50153846 0.56615385 0.68899408
 0.89585799 0.93639053 0.98343195 0.95688926 0.09443787 0.43053254
 0.96646943 0.00662722 0.63408284 0.73278107 0.31431953 1.
 0.24118343 0.7147929  0.24662722 0.98343195 0.64946746 0.06106509
 0.01680473 0.44733728 0.09065089 0.50059172 0.19100592 0.92047337
 0.63171598 0.65846154 0.50343195 0.93971893 0.26106509 0.52497041
 0.4295858  1.         0.20662722 0.84781065 0.86295858 0.26840237
 0.67360947 0.66556213 0.98343195 0.84241669 0.93639053 0.60260355
 0.28118343 0.97300296 0.47147929 0.70769231]",<lifelike.Rulestring.Rulestring object at 0x7f5b32412d30>
28,17124,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319280>
29,22945,30,2500,0.9931360946745562,<lifelike.Rulestring.Rulestring object at 0x7f5b323199a0>
30,55555,30,2500,0.9924260355029586,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd100>
31,51266,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6160>
32,84705,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f6970>
33,17696,30,2500,0.988422948289169,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc3d0>
34,36934,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bb50>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32435be0>
36,149608,30,2500,0.9223668639053254,<lifelike.Rulestring.Rulestring object at 0x7f5b32399a60>
37,148352,30,2500,0.8634319526627219,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8910>
38,183816,30,2500,0.9429585798816568,<lifelike.Rulestring.Rulestring object at 0x7f5b32399640>
39,77200,30,2500,0.9879289940828402,<lifelike.Rulestring.Rulestring object at 0x7f5b323b65b0>
40,128466,30,2500,0.9966863905325444,<lifelike.Rulestring.Rulestring object at 0x7f5b323b6880>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322dc5b0>
42,137177,30,2500,0.9117159763313609,<lifelike.Rulestring.Rulestring object at 0x7f5b322f97f0>
43,96344,10,900,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32399520>
44,13189,30,2500,0.9847140039447732,<lifelike.Rulestring.Rulestring object at 0x7f5b322d3190>
45,208450,30,2500,0.9590532544378698,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c8e0>
46,72404,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9c40>
47,158825,30,2500,0.9585798816568047,<lifelike.Rulestring.Rulestring object at 0x7f5b322d4760>
48,33866,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239ce50>
49,105626,9,820,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32412400>
50,243002,30,2500,0.9831952662721893,<lifelike.Rulestring.Rulestring object at 0x7f5b3241ba90>
51,97862,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f78b0>
52,66949,30,2500,0.9850887573964497,<lifelike.Rulestring.Rulestring object at 0x7f5b323df280>
53,43107,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d4820>
54,219783,30,2500,0.9834319526627219,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7bb0>
55,207806,30,2500,0.978698224852071,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb400>
56,103355,30,2500,0.9978698224852071,<lifelike.Rulestring.Rulestring object at 0x7f5b32319850>
57,182063,30,2500,0.9650115770517108,<lifelike.Rulestring.Rulestring object at 0x7f5b32299910>
58,64755,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb3a0>
59,261633,30,2500,0.9872189349112426,<lifelike.Rulestring.Rulestring object at 0x7f5b32435a60>
60,251260,30,2500,0.9666272189349112,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b370>
61,64955,30,2500,0.9978698224852071,<lifelike.Rulestring.Rulestring object at 0x7f5b323fbd60>
62,173557,30,2500,0.9685207100591716,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9670>
63,138367,30,2500,0.9422372499295576,<lifelike.Rulestring.Rulestring object at 0x7f5b323b92b0>
64,113935,30,2500,0.9969127862104451,<lifelike.Rulestring.Rulestring object at 0x7f5b323999a0>
65,231228,30,2500,0.976094674556213,<lifelike.Rulestring.Rulestring object at 0x7f5b323b91f0>
66,153575,30,2500,0.9531360946745562,<lifelike.Rulestring.Rulestring object at 0x7f5b323b86d0>
67,196094,30,2500,0.9332544378698224,<lifelike.Rulestring.Rulestring object at 0x7f5b32335a00>
68,237460,30,2500,0.9706508875739644,<lifelike.Rulestring.Rulestring object at 0x7f5b324193a0>
69,175055,30,2500,0.9662228796844181,<lifelike.Rulestring.Rulestring object at 0x7f5b323199d0>
70,29033,30,2500,0.9966863905325444,<lifelike.Rulestring.Rulestring object at 0x7f5b324a47c0>
71,143871,30,2500,0.9563998754282155,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8820>
72,48830,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d63a0>
73,38653,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3231f7f0>
74,51987,30,2500,0.9938461538461538,<lifelike.Rulestring.Rulestring object at 0x7f5b32412c10>
75,131029,30,2500,0.9971597633136094,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b4f0>
76,235511,30,2500,0.9850887573964497,<lifelike.Rulestring.Rulestring object at 0x7f5b323b91c0>
77,188399,30,2500,0.9679935449166218,<lifelike.Rulestring.Rulestring object at 0x7f5b3239ce20>
78,261618,30,2500,0.9552662721893491,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9bb0>
79,122845,30,2500,0.997396449704142,<lifelike.Rulestring.Rulestring object at 0x7f5b324bcbb0>
80,208379,30,2500,0.9841420118343195,<lifelike.Rulestring.Rulestring object at 0x7f5b323bbe80>
81,238591,30,2500,0.9780717020536025,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa280>
82,196574,30,2500,0.9533727810650887,<lifelike.Rulestring.Rulestring object at 0x7f5b322fadc0>
83,257534,30,2500,0.9770414201183432,<lifelike.Rulestring.Rulestring object at 0x7f5b3241c880>
84,245759,0,100,"[0.56       0.25727811 0.95175239 0.37893491 0.60284024 0.54508876
 0.94883397 0.95384615 0.56047337 0.17325444 0.71441918 0.45656805
 0.92554241 0.04071006 0.60899408 0.59337278 0.21183432 0.54248521
 0.85331672 1.         0.9683432  0.4504142  0.91289941 0.06201183
 0.09136095 0.55029586 0.48094675 0.50106509 0.86650888 0.19171598
 0.07739645 0.73372781 0.54153846 0.32781065 0.06224852 0.0383432
 0.30295858 0.52804734 0.41633136 0.47692308 0.39384615 0.39076923
 0.44615385 0.56639053 0.04757396 0.49183432 0.95384615 0.29704142
 0.6991716  0.01846154 0.25609467 0.01846154 0.70863905 0.55195266
 0.30319527 0.42650888 0.36047337 0.90887574 0.6539645  0.47147929
 0.16378698 0.05088757 0.39171598 0.6435503  0.65609467 0.95525148
 0.17420118 0.04662722 0.03289941 0.22153846 0.65088757 0.23289941
 0.94883397 0.54248521 0.10011834 0.5983432  0.1356213  0.01846154
 0.08331361 0.95384615 0.57704142 0.80733728 0.59692308 0.95463511
 0.6504142  0.02295858 0.47455621 0.66863905 0.01846154 0.3460355
 0.92814877 0.50745562 0.11218935 0.55952663 0.49538462 0.84179383
 0.95175239 0.06982249 0.70982249 0.59668639]",<lifelike.Rulestring.Rulestring object at 0x7f5b3232e0d0>
85,261847,30,2500,0.9872189349112426,<lifelike.Rulestring.Rulestring object at 0x7f5b322dc400>
86,245759,0,100,"[0.43739645 0.66911243 0.70059172 0.50011834 0.06769231 0.01846154
 0.04402367 0.95384615 0.58035503 0.23692308 0.79975086 0.01846154
 0.16828402 0.04402367 0.48142012 0.11573964 0.43408284 0.54461538
 0.37278107 0.8974359  0.04189349 0.41443787 0.69254438 0.01846154
 0.90153846 0.58177515 0.17325444 0.44686391 0.18982249 0.6347929
 0.68094675 0.44639053 0.17017751 0.64544379 0.97944566 0.91952663
 0.07289941 0.77727811 0.45704142 0.7460355  0.73751479 0.93293886
 0.28142012 0.95621302 0.95266272 0.46059172 0.22201183 0.63266272
 0.57349112 0.13230769 0.62982249 0.21467456 0.7739645  0.12071006
 0.95384615 0.46414201 0.37136095 0.44094675 0.72828402 0.36023669
 0.27668639 0.95384615 0.51881657 0.56733728 0.95710059 0.
 0.3112426  0.56473373 0.24236686 0.62224852 0.94740302 0.02792899
 0.94446973 0.68260355 0.01846154 0.61467456 0.66721893 0.56023669
 0.01846154 0.51786982 0.93181178 0.52047337 0.4191716  0.01846154
 0.95384615 0.58201183 0.35218935 0.85325444 0.36686391 0.49372781
 0.53443787 0.55455621 0.90018009 0.61585799 0.63763314 1.
 0.74153846 0.69893491 0.95384615 0.67218935]",<lifelike.Rulestring.Rulestring object at 0x7f5b323244f0>
87,262015,30,2500,0.9850330664810303,<lifelike.Rulestring.Rulestring object at 0x7f5b323dfdf0>
88,261887,30,2500,0.9946745562130177,<lifelike.Rulestring.Rulestring object at 0x7f5b322ef190>
89,262140,30,2500,0.9202366863905326,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b250>
90,249343,30,2500,0.980379943942697,<lifelike.Rulestring.Rulestring object at 0x7f5b3235c460>
91,131071,30,2500,0.9959035047792444,<lifelike.Rulestring.Rulestring object at 0x7f5b322f5190>
92,241655,30,2500,0.9848520710059172,<lifelike.Rulestring.Rulestring object at 0x7f5b3239cbb0>
93,229375,30,2500,0.9747534516765286,<lifelike.Rulestring.Rulestring object at 0x7f5b324bcf70>
94,258043,0,100,"[0.01704142 0.06177515 0.4747929  0.46011834 0.55029586 0.50485207
 0.62237762 0.43147929 0.9295858  0.54887574 0.12639053 0.54295858
 0.94674556 0.86952663 0.11076923 0.9295858  0.54816568 0.9495858
 0.9295858  0.9295858  0.76023669 0.89758762 0.63502959 0.02816568
 0.37609467 0.87342423 0.56497041 0.84911243 0.14508876 0.9260355
 0.02816568 0.82502113 0.55786982 0.49988166 0.9035851  0.75573964
 0.57893491 0.52023669 0.3287574  0.65420118 0.94563609 0.90483235
 0.9295858  0.81167996 0.91431953 0.36189349 0.65751479 0.63810651
 0.6052071  0.32946746 0.56426036 0.24568047 0.02816568 0.02816568
 0.40994083 0.31881657 0.14201183 0.96236686 0.36686391 0.50343195
 0.8613694  0.90483235 0.35952663 0.67408284 0.71266272 0.35739645
 0.9295858  0.57656805 0.43905325 0.40828402 0.04591716 0.0852071
 0.71753348 0.7339645  0.41230769 1.         0.26579882 0.9260355
 0.03526627 0.08497041 0.60307692 0.60686391 0.8761623  0.70887574
 0.41065089 0.89212563 0.35100592 0.57775148 0.72662722 0.52284024
 0.11266272 0.9295858  0.4747929  0.62272189 0.17964497 0.5791716
 0.91258741 0.56828402 0.35313609 0.58390533]",<lifelike.Rulestring.Rulestring object at 0x7f5b32436070>
95,130815,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd130>
96,228315,30,2500,0.9846153846153847,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb190>
97,196347,30,2500,0.9785113671753348,<lifelike.Rulestring.Rulestring object at 0x7f5b32443ac0>
98,262143,0,100,"[0.98858833 0.7512426  0.02745562 0.65514793 0.         0.96775148
 0.94489645 1.         0.96280642 0.22698225 0.02887574 0.91692308
 0.88603036 1.         0.03242604 0.33159763 0.95952663 0.05893491
 0.11550296 0.38153846 0.67337278 0.98858833 0.69112426 0.2104142
 0.37893491 0.10201183 0.98335799 0.05775148 0.21609467 0.96712689
 0.77095661 0.42224852 0.32378698 0.44094675 0.89400566 0.2783432
 0.8416568  0.05349112 0.28662722 0.         0.65112426 0.00710059
 0.03621302 0.98540434 0.28071006 0.59076923 0.41988166 0.96153846
 0.96703297 0.16662722 0.01775148 0.56970414 1.         0.60236686
 0.01491124 0.45585799 0.         0.58272189 0.93108249 0.63242604
 0.65514793 0.80118343 0.18177515 0.5443787  0.05822485 0.92684239
 0.57775148 0.47786982 0.79668639 0.47360947 0.         0.40852071
 0.62248521 0.54414201 0.38153846 0.96449704 0.27242604 0.36994083
 0.92280796 0.37680473 0.24994083 0.13585799 0.98698225 0.45988166
 0.03313609 0.27337278 0.9164497  1.         0.21633136 0.04426036
 0.50579882 0.04591716 0.97598329 0.08544379 0.93108249 0.43668639
 1.         0.59715976 0.96261431 0.96116864]",<lifelike.Rulestring.Rulestring object at 0x7f5b323b7a00>
99,262127,30,2500,0.9813609467455622,<lifelike.Rulestring.Rulestring object at 0x7f5b3d33b250>
