,rstring,convtime,visited,bestfit,bestrule
27,64,0,100,"[0.16094675 0.52426036 0.34792899 0.14792899 0.50769231 0.52189349
 0.92307692 0.49585799 0.10769231 0.8260355  0.04378698 0.18343195
 0.05443787 0.32189349 0.03313609 0.63076923 0.3112426  0.58816568
 0.96686391 0.22721893 0.12307692 0.05325444 0.93136095 0.88757396
 0.89230769 0.63313609 0.24733728 0.40118343 0.58461538 0.75857988
 0.58698225 0.75857988 0.78224852 0.76213018 0.16686391 0.47218935
 0.68402367 0.7739645  0.96686391 0.05325444 0.73254438 0.87455621
 0.48757396 0.16804734 0.68284024 0.16568047 0.78224852 0.07928994
 0.24260355 0.3147929  0.29230769 0.66390533 0.49704142 0.64023669
 0.24142012 0.21065089 0.96686391 1.         0.24142012 0.12544379
 0.17159763 0.31597633 0.09230769 0.12426036 0.33136095 0.75266272
 0.81538462 0.4035503  0.59053254 0.29112426 0.33254438 0.96686391
 1.         0.36213018 0.03313609 0.43786982 0.96686391 0.36804734
 0.96686391 0.89822485 0.27337278 0.42840237 0.96686391 0.41538462
 0.80946746 0.46035503 0.39289941 0.96686391 0.79171598 0.66982249
 0.77869822 0.84142012 0.56804734 0.64852071 0.8852071  0.66153846
 0.17159763 0.66508876 0.51952663 0.21183432]",<lifelike.Rulestring.Rulestring object at 0x7f5b32380580>
28,17124,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324c9910>
29,22945,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b3d0>
30,55555,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd370>
31,51266,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b1d00>
32,84705,8,740,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32364700>
33,17696,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3235cd30>
34,36934,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32381b50>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324c9d30>
36,149608,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c5e0>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323757c0>
38,183816,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32381e80>
39,77200,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6130>
40,128466,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32364940>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323efd30>
42,137177,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323642e0>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324a49d0>
44,13189,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323f8e20>
45,208450,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32319610>
46,72404,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3238ddf0>
47,158825,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32364be0>
48,33866,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324c9a30>
49,105626,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319a90>
50,243002,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323ef160>
51,97862,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323195e0>
52,66949,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324c9400>
53,43107,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324285b0>
54,219783,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b3236ea90>
55,207806,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323efcd0>
56,103355,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324b1be0>
57,182063,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b1730>
58,64755,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323198e0>
59,261633,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7460>
60,251260,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32375370>
61,64955,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32335940>
62,173557,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324cdac0>
63,138367,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32335e50>
64,113935,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32335ac0>
65,231228,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32335c40>
66,153575,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323ef670>
67,196094,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323356d0>
68,237460,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7fd0>
69,175055,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc8e0>
70,29033,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc520>
71,143871,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324bcdf0>
72,48830,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7700>
73,38653,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7e20>
74,51987,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3240ba30>
75,131029,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32375970>
76,235511,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32375ac0>
77,188399,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b74f0>
78,261618,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b460>
79,122845,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323f80a0>
80,208379,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9880>
81,238591,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b3235c9d0>
82,196574,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7c70>
83,257534,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7250>
84,245759,30,2500,0.9562130177514793,<lifelike.Rulestring.Rulestring object at 0x7f5b323363d0>
85,261847,30,2500,0.9455621301775148,<lifelike.Rulestring.Rulestring object at 0x7f5b323cc040>
86,245759,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd9a0>
87,262015,30,2500,0.9680473372781065,<lifelike.Rulestring.Rulestring object at 0x7f5b323b0430>
88,261887,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3240aa00>
89,262140,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324bf730>
90,249343,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9790>
91,131071,0,100,"[0.17159763 0.59408284 0.12189349 0.41893491 0.58461538 0.57988166
 0.65088757 0.53846154 0.09112426 0.59053254 0.0591716  0.53136095
 0.20710059 0.45088757 0.75266272 0.13846154 0.57988166 0.47810651
 0.18698225 0.6035503  0.09467456 0.0591716  0.9408284  0.25680473
 0.9408284  0.10532544 0.28047337 0.44970414 0.13372781 0.33491124
 0.28994083 0.9408284  0.2295858  0.41893491 0.0591716  0.18224852
 0.06982249 0.21183432 0.0591716  0.79526627 0.69349112 0.39053254
 0.87100592 0.16568047 0.33136095 0.15147929 0.51360947 0.33017751
 0.42840237 0.66863905 0.0591716  0.25207101 1.         0.9408284
 0.42011834 0.35147929 0.16331361 0.77751479 0.62011834 0.0591716
 0.23076923 0.42011834 0.13372781 0.51952663 0.20591716 0.09467456
 0.1112426  0.41538462 0.70532544 0.31360947 0.9408284  0.71005917
 0.61656805 0.61420118 0.33727811 0.9408284  0.         0.35384615
 0.53136095 0.79289941 0.79053254 0.1443787  0.93017751 0.68047337
 0.09230769 0.62248521 0.51242604 0.17514793 0.4816568  0.76213018
 0.6816568  0.4591716  0.0591716  0.1443787  0.15147929 0.24497041
 0.0591716  0.7112426  0.13372781 0.05207101]",<lifelike.Rulestring.Rulestring object at 0x7f5b323e80a0>
92,241655,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9550>
93,229375,0,100,"[0.42130178 0.46863905 0.70295858 0.10414201 0.62011834 0.10414201
 0.18934911 0.6556213  0.84260355 0.7408284  0.52426036 0.77278107
 0.70059172 0.30295858 0.62721893 0.59763314 0.67218935 0.10414201
 0.47218935 0.30059172 0.48639053 0.87573964 0.34201183 0.65207101
 0.80828402 0.60473373 0.30887574 0.6260355  0.82130178 0.15621302
 0.35621302 0.2295858  0.6295858  0.89585799 0.30059172 0.90887574
 0.55976331 0.27810651 0.41538462 0.30769231 0.8260355  0.63195266
 0.29467456 0.70887574 0.47218935 0.40591716 0.24733728 0.89585799
 0.28994083 0.61893491 0.54319527 0.79053254 0.86272189 0.7112426
 0.8035503  0.44142012 0.02011834 0.44497041 0.77633136 0.2035503
 0.17278107 0.64260355 0.55266272 0.89585799 0.26745562 0.78106509
 0.58106509 0.61420118 0.67100592 0.17278107 0.64852071 0.55739645
 0.10414201 0.69467456 0.35502959 0.19526627 0.24497041 0.
 0.56331361 0.68402367 0.74556213 0.44852071 1.         0.71597633
 0.21656805 0.26153846 0.85207101 0.45798817 0.34556213 0.5112426
 0.68402367 0.43313609 0.         0.61893491 0.2295858  0.34201183
 0.1739645  0.30532544 0.89585799 0.37988166]",<lifelike.Rulestring.Rulestring object at 0x7f5b323baaf0>
94,258043,0,100,"[0.40710059 0.38698225 0.5704142  0.63786982 0.77633136 0.52071006
 0.34319527 0.71597633 0.16094675 0.8591716  0.9443787  0.17159763
 0.6035503  0.41656805 0.69822485 0.5964497  0.1408284  0.50295858
 0.73727811 0.72189349 0.1408284  0.48047337 0.65443787 0.17278107
 0.9443787  0.29940828 0.1408284  0.29230769 0.93017751 0.76923077
 0.87100592 0.1408284  0.73017751 0.47455621 0.43786982 0.48639053
 0.06863905 0.38461538 0.63668639 0.72899408 0.40828402 0.4591716
 0.64615385 0.61301775 0.37514793 0.31005917 0.8591716  0.3147929
 0.80473373 0.24260355 0.8591716  0.69585799 0.46508876 0.51005917
 0.21065089 0.76094675 0.68402367 0.63550296 0.61301775 0.21538462
 0.1408284  0.27692308 0.48284024 0.86863905 0.31952663 0.61301775
 0.33372781 0.64260355 0.46035503 0.18461538 0.36923077 0.1408284
 0.77988166 0.44023669 0.31597633 0.2852071  0.23195266 1.
 0.0852071  0.65325444 0.8591716  0.71952663 0.45680473 0.3739645
 0.8591716  0.1408284  0.16094675 0.72426036 0.61183432 0.50532544
 0.6260355  0.25798817 0.76449704 0.40710059 0.18816568 0.60710059
 0.5112426  0.53017751 0.56331361 0.44260355]",<lifelike.Rulestring.Rulestring object at 0x7f5b3235cc40>
95,130815,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc760>
96,228315,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba250>
97,196347,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324bdfa0>
98,262143,0,100,"[0.6        0.59526627 0.63905325 0.1112426  0.78698225 0.15621302
 0.63431953 0.04378698 0.67692308 0.78579882 0.43905325 0.09940828
 0.0556213  0.03550296 1.         0.98934911 1.         0.53846154
 0.39171598 0.09230769 0.63786982 0.53136095 0.42011834 1.
 0.         0.35384615 0.9443787  1.         0.69585799 0.17751479
 0.26272189 1.         0.78343195 0.         0.7408284  0.09230769
 0.63550296 0.54792899 0.83786982 0.12307692 0.35266272 0.04378698
 0.66035503 0.55857988 0.17159763 0.1443787  0.4556213  0.03550296
 0.         0.1147929  0.51952663 1.         0.07100592 0.56804734
 0.43431953 1.         0.         0.48284024 0.         0.8591716
 0.01065089 0.10295858 1.         0.8887574  0.12307692 0.79526627
 0.64615385 0.96686391 0.79053254 0.53136095 0.04378698 0.43076923
 0.82485207 0.59171598 0.26508876 0.05443787 0.         0.63786982
 0.84852071 0.9183432  1.         0.33017751 0.3739645  0.68757396
 1.         0.15147929 0.77278107 0.35502959 0.15147929 0.
 0.96686391 1.         0.03550296 0.06863905 0.54556213 1.
 0.35976331 0.         0.38698225 0.60473373]",<lifelike.Rulestring.Rulestring object at 0x7f5b324357c0>
99,262127,0,100,"[0.33372781 0.35739645 0.11242604 0.20946746 0.93017751 0.17988166
 0.64852071 0.84497041 0.49940828 0.55621302 0.71715976 0.64615385
 0.4816568  0.4816568  0.06982249 0.53727811 0.3964497  0.82366864
 0.75857988 0.06982249 0.33254438 0.28402367 0.25798817 0.76568047
 0.52307692 0.89230769 0.14556213 0.3112426  0.83786982 0.50295858
 0.98934911 0.83786982 0.84497041 0.49585799 0.52426036 0.77988166
 0.26035503 0.46863905 0.62366864 0.91952663 0.30769231 1.
 0.16213018 0.18816568 0.93017751 0.38224852 0.78461538 0.68757396
 0.72307692 0.93017751 0.47692308 0.16213018 0.45325444 0.3408284
 0.84497041 0.49112426 0.63905325 0.28639053 0.63550296 0.4
 0.06982249 0.54556213 0.06982249 0.12426036 0.12544379 0.93017751
 0.1739645  0.67337278 0.06982249 0.06982249 0.29467456 0.33727811
 0.22366864 0.84497041 0.63431953 0.1739645  0.41301775 0.93017751
 0.18698225 0.93017751 0.89940828 0.7739645  0.53017751 0.93017751
 0.93017751 0.29940828 0.69112426 0.38224852 0.72426036 0.73846154
 0.13609467 0.13017751 0.93017751 0.12544379 0.30295858 0.08047337
 0.7443787  0.06982249 0.8556213  0.06982249]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bde50>
