,rstring,convtime,visited,bestfit,bestrule
0,65536,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc9d0>
1,0,0,100,"[0.30887574 0.87692308 0.30059172 0.06508876 0.38934911 0.81420118
 0.49704142 0.24023669 0.05443787 0.         0.52781065 0.31952663
 0.93017751 0.13727811 0.64142012 0.9147929  0.55147929 0.1147929
 0.11360947 0.82248521 0.23076923 0.33727811 0.04260355 0.51715976
 0.69467456 0.8852071  0.5739645  0.         0.58698225 0.48402367
 0.78224852 0.62721893 0.31005917 0.72307692 0.68639053 0.8
 0.01065089 0.29487179 0.80591716 0.74201183 0.12662722 0.
 0.         0.         0.         0.93017751 1.         0.26272189
 0.83313609 0.2887574  0.13846154 0.08639053 0.90059172 0.49822485
 0.17278107 0.33136095 0.         0.45443787 0.84023669 0.61656805
 1.         0.07100592 0.07455621 0.49822485 0.         0.18934911
 0.37633136 0.0556213  0.74792899 0.77633136 0.50788955 0.
 0.5183432  0.21301775 0.70887574 0.29349112 0.9443787  0.19408284
 0.17278107 0.7147929  0.74674556 0.47455621 0.70532544 0.17869822
 0.7443787  0.         0.63668639 0.4260355  0.44142012 0.24852071
 0.64142012 0.70059172 0.12544379 0.61893491 0.0816568  0.60591716
 1.         0.35502959 0.28994083 0.58224852]",<lifelike.Rulestring.Rulestring object at 0x7f5b323bbe80>
2,0,0,100,"[0.92899408 0.46153846 0.67928994 0.70769231 0.87337278 0.1183432
 0.58816568 0.70532544 0.73372781 0.06863905 0.27337278 0.19289941
 0.26627219 0.17869822 0.61183432 0.21420118 0.03195266 0.96449704
 0.74201183 0.38579882 0.38934911 0.26035503 0.9443787  0.51005917
 0.50532544 0.07100592 0.61301775 0.9112426  0.78343195 0.60946746
 0.55266272 0.48047337 0.29585799 0.48402367 0.24497041 0.52307692
 0.42840237 0.30059172 0.57633136 0.30059172 0.6035503  0.92544379
 0.17258383 0.54201183 0.90769231 0.41775148 0.18934911 0.72071006
 0.44852071 0.9147929  0.0816568  0.27810651 0.63668639 1.
 0.17869822 0.41893491 0.23905325 0.70887574 1.         0.28284024
 0.23076923 0.64970414 0.34674556 1.         0.83786982 0.45798817
 0.82485207 0.66863905 0.32189349 0.67337278 0.67100592 0.4852071
 0.34556213 0.54911243 0.0591716  0.07455621 0.         0.46745562
 0.25325444 1.         0.55522682 0.03313609 0.0887574  0.76213018
 0.06982249 0.54556213 0.52662722 0.26982249 0.         0.19408284
 0.23668639 0.7964497  0.09230769 0.64260355 0.73964497 1.
 0.80710059 0.57633136 0.42130178 0.9147929 ]",<lifelike.Rulestring.Rulestring object at 0x7f5b3231fc70>
3,0,0,100,"[0.32662722 0.73372781 0.1964497  0.16331361 0.52426036 0.47928994
 0.17278107 0.36568047 0.92110454 0.20828402 0.85325444 0.40591716
 0.20828402 0.73254438 0.44852071 1.         0.8591716  0.35147929
 0.87692308 0.         0.92307692 0.49230769 0.2260355  0.
 0.90769231 0.         0.22248521 0.46035503 0.02662722 0.8295858
 0.18461538 0.82840237 0.37751479 0.72781065 0.61538462 0.8556213
 0.47692308 0.93017751 0.53017751 0.96449704 0.11715976 0.8
 0.58461538 1.         1.         0.4        0.15621302 0.75147929
 0.29940828 0.15029586 0.56568047 0.31242604 0.76923077 0.88994083
 0.2295858  1.         0.59408284 0.         0.         0.77514793
 0.01065089 0.42840237 0.79408284 0.78579882 1.         0.93017751
 0.19408284 0.40591716 1.         0.37278107 0.32071006 0.29822485
 0.23431953 0.90414201 0.62840237 1.         0.39171598 0.45325444
 1.         0.18816568 0.79171598 0.96804734 0.55128205 0.
 0.59526627 0.66627219 0.89822485 0.49112426 0.8591716  0.67928994
 0.3112426  0.33372781 0.91952663 0.48402367 0.7704142  0.79408284
 0.74556213 0.8591716  0.71597633 0.30769231]",<lifelike.Rulestring.Rulestring object at 0x7f5b3231f250>
4,16,0,100,"[0.51360947 0.39408284 0.12899408 0.19526627 0.30650888 0.47218935
 0.67455621 0.5443787  0.59881657 0.41065089 0.2816568  0.2295858
 0.32071006 0.89704142 0.06982249 0.48402367 0.41065089 0.20118343
 0.24497041 0.1739645  1.         0.55857988 0.81538462 0.58934911
 0.71597633 0.44260355 0.18461538 0.06982249 0.6887574  0.33609467
 0.46272189 0.66272189 0.41775148 0.93017751 0.6887574  0.13846154
 0.50059172 0.69940828 0.93017751 0.61775148 0.53727811 0.28106509
 0.24023669 0.8035503  0.06982249 0.25325444 0.20591716 0.75739645
 0.69822485 0.3704142  0.09230769 0.26627219 0.75384615 0.76213018
 0.73017751 0.46035503 0.15502959 0.93017751 0.16804734 0.29822485
 0.12189349 0.76804734 0.75147929 0.66390533 0.86272189 0.72307692
 0.83786982 0.2295858  0.25325444 0.73372781 0.36213018 0.93017751
 0.55739645 0.91518738 0.50650888 0.87573964 0.34911243 0.12899408
 0.96449704 0.67100592 0.6260355  0.45325444 0.76331361 0.44615385
 0.34674556 0.08047337 0.84852071 0.1739645  0.93017751 0.93017751
 0.93017751 0.4852071  0.73846154 0.65384615 0.56686391 0.77514793
 0.3739645  0.81538462 0.49467456 0.18343195]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bde50>
5,34824,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bf760>
6,4096,0,100,"[0.22248521 0.73491124 0.69822485 0.9443787  0.22248521 0.40473373
 0.66272189 0.25443787 0.38106509 0.14319527 0.52662722 0.41301775
 0.89585799 0.8591716  0.89467456 0.26153846 0.25207101 0.27218935
 0.34792899 0.41065089 0.78106509 0.35976331 0.0556213  0.9443787
 0.6816568  0.9443787  0.67218935 0.9443787  1.         0.39171598
 0.88994083 0.4        0.09940828 0.47573964 0.84142012 0.2816568
 0.35384615 0.75266272 0.86883629 0.57988166 0.38579882 0.10177515
 0.42011834 0.9112426  0.32544379 0.26153846 0.69940828 0.35739645
 0.78934911 0.46982249 0.10946746 0.87455621 0.10769231 0.24497041
 0.68402367 0.7704142  0.13017751 0.56213018 0.52544379 0.93372781
 0.69704142 0.9443787  0.59881657 0.0556213  0.44497041 0.83786982
 0.85207101 0.6035503  0.4295858  0.71597633 0.30295858 0.15266272
 0.39408284 0.18934911 0.75029586 0.89230769 0.4035503  0.36213018
 0.39763314 0.89112426 0.24970414 0.09721048 0.76686391 0.35739645
 0.87573964 0.9443787  0.26982249 0.5443787  0.0556213  0.28402367
 0.13609467 0.8        0.67455621 0.29112426 0.12544379 0.33017751
 0.13017751 0.63786982 0.8591716  0.26923077]",<lifelike.Rulestring.Rulestring object at 0x7f5b32319430>
7,2144,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239a790>
8,4128,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa850>
9,8707,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3231ca90>
