,rstring,convtime,visited,bestfit,bestrule
0,65536,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3243e6a0>
1,0,0,100,"[0.40591716 0.42406312 0.59881657 0.6887574  0.12307692 0.9147929
 0.5704142  0.86390533 0.64142012 0.46035503 0.44852071 0.89585799
 0.8852071  0.81656805 0.37278107 0.82248521 0.34556213 0.13727811
 0.5443787  0.04378698 0.72071006 0.44378698 0.42721893 0.38934911
 0.08757396 0.21538462 0.83195266 0.         0.0581854  0.13727811
 0.88757396 0.46745562 0.25088757 0.18816568 0.93136095 0.1913215
 0.1147929  0.71203156 0.         0.33333333 0.30650888 0.4260355
 0.77869822 0.76213018 0.0591716  0.5964497  0.83037475 0.32781065
 0.86508876 0.53846154 0.47337278 0.2495069  0.51380671 0.75147929
 0.35857988 0.50177515 0.63905325 0.60710059 0.07928994 0.19526627
 0.81301775 0.58343195 0.25207101 0.47455621 0.68343195 0.48994083
 0.9147929  0.87573964 0.61420118 0.43905325 0.06390533 0.75976331
 0.90177515 0.78224852 0.         1.         0.52426036 0.81183432
 0.28757396 0.59289941 0.3704142  0.57495069 0.59763314 0.1964497
 1.         0.72544379 0.69112426 0.0816568  0.44023669 0.07100592
 0.86982249 0.62011834 0.96923077 0.07100592 0.12071006 0.70414201
 0.53254438 0.03550296 0.99112426 0.76331361]",<lifelike.Rulestring.Rulestring object at 0x7f5b3233d040>
2,0,0,100,"[1.         0.18343195 0.85680473 0.67928994 0.7964497  0.
 0.08678501 1.         0.25798817 0.94792899 0.17988166 0.32071006
 0.2260355  0.30276134 0.04378698 0.92189349 0.84852071 0.32781065
 0.54536489 0.9408284  1.         0.52189349 0.32307692 1.
 0.9443787  0.29822485 0.20118343 0.53136095 0.81065089 0.26508876
 0.20946746 0.26863905 0.24615385 0.93372781 0.24615385 0.10295858
 0.54792899 0.04378698 0.10177515 0.         0.76923077 0.95621302
 0.83313609 0.85325444 0.93372781 0.         0.93372781 0.12899408
 0.32426036 0.3408284  0.2295858  0.93017751 0.         0.57751479
 0.9443787  0.85088757 0.67928994 0.29230769 0.13491124 0.42485207
 0.84970414 0.58678501 0.15976331 0.89704142 0.47692308 0.72899408
 0.21775148 0.         0.10295858 0.9183432  0.47692308 0.56568047
 1.         0.79408284 0.81893491 0.57514793 1.         0.05207101
 0.         0.61301775 0.67810651 0.73846154 0.52899408 0.32781065
 1.         0.59289941 0.61045365 0.90769231 0.03313609 0.29467456
 0.82485207 0.78579882 0.89822485 1.         0.42840237 0.20946746
 0.23786982 0.61656805 0.04378698 1.        ]",<lifelike.Rulestring.Rulestring object at 0x7f5b3233d100>
3,0,0,100,"[0.35739645 0.5964497  0.61893491 0.76568047 0.56568047 0.30769231
 0.41538462 0.62485207 0.         0.86390533 0.48047337 0.21065089
 0.90927022 0.6295858  0.         0.64615385 0.95364892 0.01065089
 0.64378698 0.26508876 0.29704142 0.86627219 0.22130178 0.
 0.2591716  0.42130178 0.26035503 0.90059172 0.24023669 0.54911243
 0.26272189 1.         1.         0.30177515 0.65088757 1.
 0.79171598 0.31005917 0.         0.32426036 0.69349112 0.64299803
 0.77514793 0.56331361 0.65207101 0.19526627 0.27100592 0.29585799
 0.33254438 0.44970414 0.17988166 0.48402367 0.8295858  0.9183432
 0.73017751 0.39053254 0.79289941 0.98934911 0.81183432 0.58934911
 0.15621302 0.42248521 0.84260355 0.84615385 0.15384615 0.28402367
 1.         0.13491124 0.06982249 0.37633136 0.54832347 0.75266272
 0.4418146  1.         0.66863905 0.95621302 0.2295858  0.88639053
 0.37869822 0.45069034 0.0433925  0.57988166 0.06982249 0.96942801
 0.55976331 0.88757396 0.3183432  0.35147929 0.95621302 0.75384615
 0.11715976 0.83668639 0.83786982 0.5877712  0.         0.84260355
 0.92544379 0.61656805 0.54201183 0.56213018]",<lifelike.Rulestring.Rulestring object at 0x7f5b3233d520>
4,16,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233d850>
5,34824,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3231f9a0>
6,4096,0,100,"[0.12662722 0.9443787  0.82130178 0.63076923 0.42307692 0.0556213
 0.45167653 0.61420118 0.69921105 0.42721893 0.85207101 0.93195266
 0.71005917 0.17869822 0.8852071  0.90177515 0.13491124 0.0729783
 0.89151874 0.77751479 0.72426036 0.21893491 0.9443787  0.87337278
 0.64023669 0.38934911 0.11932939 0.55739645 0.67218935 0.19526627
 0.46982249 0.46508876 0.4852071  0.68639053 0.49211045 0.0556213
 0.8591716  0.9443787  0.69585799 0.42504931 0.62011834 0.59881657
 0.72662722 0.66863905 0.0887574  0.60946746 0.76094675 0.70059172
 0.27218935 0.26627219 0.22721893 0.83530572 0.76686391 0.16804734
 0.53372781 0.82248521 0.20828402 1.         0.17357002 0.67218935
 0.36923077 0.63905325 0.17869822 0.57633136 0.8260355  0.9443787
 0.72662722 0.9443787  0.52465483 0.55739645 0.47928994 0.63550296
 0.50295858 0.46035503 0.9270217  0.89546351 0.22721893 0.0556213
 0.25207101 0.10552268 0.44378698 0.53491124 0.1704142  0.0556213
 0.0556213  0.84714004 0.59763314 0.20591716 0.04635108 0.49467456
 0.23668639 0.57514793 0.04635108 0.1408284  0.51394759 0.18224852
 0.64023669 0.0556213  0.70650888 0.28284024]",<lifelike.Rulestring.Rulestring object at 0x7f5b323778e0>
7,2144,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241be20>
8,4128,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323dc910>
9,8707,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa790>
10,1616,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa550>
11,388,30,2500,0.9907016060862215,<lifelike.Rulestring.Rulestring object at 0x7f5b3237dac0>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324ad9d0>
