,rstring,convtime,visited,bestfit,bestrule
11,388,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3233ba60>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32425430>
13,64,0,100,"[0.1704142  0.75857988 0.66272189 0.15266272 0.50887574 0.84852071
 0.51952663 0.45680473 0.57633136 0.72544379 0.62721893 0.21183432
 0.57633136 0.50887574 0.89230769 0.11242604 0.78224852 0.07573964
 0.37278107 0.29112426 0.36213018 0.49704142 0.1739645  0.03313609
 0.40591716 0.70295858 0.13609467 0.10295858 0.9147929  0.93491124
 0.79289941 0.25088757 0.58224852 0.75029586 0.28757396 0.79526627
 0.0852071  0.84970414 1.         0.89349112 0.38343195 0.38106509
 0.44615385 0.18698225 0.96686391 0.16923077 0.41301775 0.83786982
 0.29112426 0.25088757 0.21499014 0.13609467 0.57751479 0.34201183
 0.73964497 0.21301775 0.5739645  0.77751479 0.12544379 0.0591716
 0.75857988 0.71715976 0.25680473 0.44378698 0.49349112 0.27573964
 0.02761341 0.18816568 0.77751479 0.31715976 0.03313609 0.65443787
 0.89704142 0.04378698 0.83076923 0.86272189 0.5443787  0.22485207
 0.02761341 0.26390533 0.33727811 0.6260355  0.74852071 0.35266272
 0.47100592 0.96686391 0.51005917 0.83195266 0.63195266 0.4852071
 0.25088757 0.36883629 0.4887574  0.10414201 0.51360947 0.67455621
 0.30414201 0.40118343 0.10295858 0.75502959]",<lifelike.Rulestring.Rulestring object at 0x7f5b324018e0>
14,8482,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32440c10>
15,4,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323fd7f0>
16,1234,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fadf0>
17,135690,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32427550>
18,3086,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b100>
19,26720,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b75b0>
20,32992,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233e100>
21,18460,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3237bf70>
22,16388,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3243eb50>
23,82451,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239aa30>
24,2598,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233c760>
25,8625,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b32429b80>
26,2062,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32419c10>
27,64,0,100,"[0.77218935 0.72662722 0.96686391 0.33491124 0.06863905 0.34319527
 0.52899408 0.73609467 0.40591716 0.56686391 0.13846154 0.03313609
 0.90769231 0.48284024 0.61538462 0.41183432 0.02761341 0.51380671
 0.94674556 0.42130178 0.03313609 0.89230769 0.96686391 0.96686391
 0.9147929  0.33372781 0.41420118 0.81538462 0.69822485 0.79526627
 0.06508876 0.15976331 0.94556213 0.06863905 0.61656805 0.54674556
 0.84378698 0.11360947 0.03313609 0.78698225 0.06863905 0.09585799
 0.50177515 0.8260355  0.7147929  0.79289941 0.28284024 0.91617357
 0.47337278 0.3739645  0.43431953 0.93254438 0.96686391 0.59053254
 0.35739645 0.33609467 0.93136095 0.35976331 0.64733728 0.79053254
 0.27928994 0.61065089 0.46745562 0.89585799 0.6556213  0.43905325
 0.31459566 0.53846154 0.38106509 0.58461538 0.49467456 0.06863905
 0.72071006 0.12899408 1.         0.84378698 0.09940828 0.51360947
 0.35266272 0.14497041 0.3183432  0.26627219 0.11360947 0.90769231
 0.93589744 0.37514793 0.40118343 0.18461538 0.96686391 0.50414201
 0.18343195 0.6260355  0.96686391 0.43786982 0.62721893 0.45325444
 0.43905325 0.06508876 0.65798817 0.03313609]",<lifelike.Rulestring.Rulestring object at 0x7f5b322d3bb0>
28,17124,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32333880>
29,22945,30,2500,0.9901380670611439,<lifelike.Rulestring.Rulestring object at 0x7f5b3230b970>
30,55555,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b322e27f0>
31,51266,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32377be0>
32,84705,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b77f0>
33,17696,30,2500,0.9901380670611439,<lifelike.Rulestring.Rulestring object at 0x7f5b3235db20>
34,36934,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32377a60>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b400>
36,149608,30,2500,0.9467455621301775,<lifelike.Rulestring.Rulestring object at 0x7f5b3239ebe0>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b3233c490>
38,183816,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324cd0d0>
39,77200,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b322ea640>
40,128466,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323838b0>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233b0a0>
42,137177,30,2500,0.9398422090729783,<lifelike.Rulestring.Rulestring object at 0x7f5b323c09d0>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bfa0>
44,13189,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3243ca30>
45,208450,30,2500,0.9477317554240631,<lifelike.Rulestring.Rulestring object at 0x7f5b32442220>
46,72404,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba760>
47,158825,30,2500,0.9437869822485208,<lifelike.Rulestring.Rulestring object at 0x7f5b323c3f40>
48,33866,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233b640>
49,105626,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233cd60>
50,243002,30,2500,0.9378698224852071,<lifelike.Rulestring.Rulestring object at 0x7f5b3237b4f0>
51,97862,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323dcb20>
52,66949,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32382820>
53,43107,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233a5b0>
54,219783,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b323e4c40>
55,207806,30,2500,0.9349112426035503,<lifelike.Rulestring.Rulestring object at 0x7f5b32424910>
56,103355,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b32424f10>
57,182063,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32403850>
58,64755,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3243e490>
59,261633,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b3241cf10>
60,251260,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b324a4e50>
61,64955,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324c55b0>
62,173557,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32401d30>
63,138367,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324032b0>
64,113935,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324c5d60>
65,231228,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32382340>
66,153575,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b324446a0>
67,196094,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323e51f0>
68,237460,30,2500,0.9398422090729783,<lifelike.Rulestring.Rulestring object at 0x7f5b32434820>
69,175055,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32424670>
70,29033,30,2500,0.9907016060862215,<lifelike.Rulestring.Rulestring object at 0x7f5b323c0be0>
71,143871,30,2500,0.945054945054945,<lifelike.Rulestring.Rulestring object at 0x7f5b323e0400>
72,48830,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3237b820>
73,38653,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3237b220>
74,51987,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323cee80>
75,131029,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b323e59a0>
76,235511,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32424dc0>
77,188399,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32306430>
78,261618,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323a5340>
79,122845,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324a4d30>
80,208379,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32444040>
81,238591,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323e4700>
82,196574,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b324a4550>
83,257534,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b3231cd30>
84,245759,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b324a4b80>
85,261847,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b324c5970>
86,245759,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b32427880>
87,262015,30,2500,0.9680473372781065,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5340>
88,261887,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b324259d0>
89,262140,30,2500,0.9573964497041421,<lifelike.Rulestring.Rulestring object at 0x7f5b323e44c0>
90,249343,30,2500,0.9378698224852071,<lifelike.Rulestring.Rulestring object at 0x7f5b324c50d0>
91,131071,0,100,"[0.29940828 0.53136095 0.90532544 0.9408284  0.         0.0591716
 0.44733728 0.15739645 0.93017751 0.60473373 0.47140039 0.49585799
 0.77988166 0.29940828 0.35739645 0.2260355  0.74792899 0.56804734
 0.44378698 0.61420118 0.77988166 0.5443787  0.51005917 0.15029586
 0.6295858  1.         0.51005917 0.38224852 0.75502959 0.33136095
 0.63431953 0.64595661 0.75502959 0.78343195 0.52899408 0.09467456
 0.12899408 0.41893491 0.16331361 0.86390533 0.15029586 0.70907298
 0.4556213  0.42485207 0.9408284  0.8556213  0.0591716  0.51952663
 0.09112426 0.26745562 0.9408284  0.1408284  0.27218935 0.9408284
 0.53491124 0.56686391 0.10177515 0.09230769 0.59408284 0.38934911
 0.75739645 0.15502959 0.9408284  0.38461538 0.3443787  0.83313609
 0.25798817 0.70295858 0.54911243 0.34674556 0.47928994 0.67455621
 0.65207101 0.53727811 0.49467456 0.0591716  0.0591716  0.20236686
 0.9408284  0.78224852 0.20591716 0.76923077 0.9408284  0.0591716
 0.66863905 0.9408284  0.63905325 0.17278107 0.42366864 0.07928994
 0.20236686 0.66745562 0.67810651 0.61065089 0.3739645  0.74792899
 0.1443787  0.80118343 0.24497041 0.8556213 ]",<lifelike.Rulestring.Rulestring object at 0x7f5b323e4670>
92,241655,30,2500,0.9443786982248521,<lifelike.Rulestring.Rulestring object at 0x7f5b3233e220>
93,229375,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5af0>
94,258043,30,2500,0.9668639053254438,<lifelike.Rulestring.Rulestring object at 0x7f5b3239e820>
95,130815,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3233e670>
96,228315,30,2500,0.9418145956607495,<lifelike.Rulestring.Rulestring object at 0x7f5b323a52e0>
97,196347,30,2500,0.9506903353057199,<lifelike.Rulestring.Rulestring object at 0x7f5b32445e20>
98,262143,0,100,"[0.75345168 0.4816568  0.24970414 0.85207101 0.6295858  0.72426036
 0.8591716  0.40236686 1.         0.77514793 0.74201183 0.29585799
 1.         0.0852071  0.05207101 0.14319527 0.         0.59881657
 0.93017751 0.47455621 0.64378698 0.37633136 0.42248521 0.32662722
 0.62248521 0.         0.66745562 0.54674556 0.29940828 0.40828402
 0.16686391 0.60473373 0.6852071  0.06863905 0.34556213 0.07928994
 0.6295858  1.         0.21538462 0.11242604 1.         0.29349112
 0.18698225 0.15384615 0.41538462 0.75384615 0.2199211  0.52426036
 0.2852071  0.97988166 0.57633136 0.70512821 0.62011834 0.12662722
 0.6035503  0.64615385 0.26035503 0.3408284  0.35029586 0.
 0.03550296 0.75266272 0.0816568  0.90887574 0.44497041 0.86627219
 0.24142012 0.33491124 0.         0.98934911 0.74911243 0.40236686
 0.87810651 0.22485207 0.35266272 0.23431953 0.07692308 0.
 0.23076923 0.32544379 0.09112426 0.66390533 0.82248521 0.60473373
 0.66627219 0.1704142  0.52781065 0.06982249 0.04378698 0.8556213
 0.40473373 0.7408284  0.96686391 0.36213018 0.2591716  0.48422091
 0.9183432  0.53727811 0.06863905 0.0591716 ]",<lifelike.Rulestring.Rulestring object at 0x7f5b3239e5e0>
99,262127,0,100,"[0.65088757 0.85700197 0.06982249 0.78343195 0.55621302 0.06982249
 0.71715976 1.         0.08047337 0.09585799 0.84497041 0.39289941
 0.43550296 0.50650888 0.1704142  0.26153846 0.29585799 0.46627219
 0.93017751 0.52189349 0.61538462 0.5739645  0.41065089 0.19763314
 0.27416174 0.49467456 0.78579882 0.49230769 0.93017751 0.12919132
 0.69467456 0.79289941 0.02011834 0.93017751 0.87573964 0.35857988
 0.34674556 0.73254438 0.61065089 0.06982249 0.12189349 0.49704142
 0.24733728 0.80710059 0.12189349 0.23076923 0.93017751 0.21065089
 0.54911243 0.77751479 0.12623274 0.59053254 0.35266272 0.46982249
 0.67810651 0.83786982 0.57514793 0.53491124 0.18579882 0.27928994
 0.17278107 0.75384615 0.64733728 0.57159763 0.85443787 0.06982249
 0.44852071 0.06982249 0.67100592 0.93017751 0.87376726 0.2816568
 0.75266272 0.71005917 0.54319527 0.15384615 0.93017751 0.26745562
 0.93017751 0.06982249 0.38461538 0.75739645 0.24260355 0.7739645
 0.32781065 0.24615385 0.2852071  0.48047337 0.29112426 0.54201183
 0.52071006 0.39171598 0.5964497  0.26627219 0.31715976 0.79289941
 0.78224852 0.33609467 0.22366864 0.51715976]",<lifelike.Rulestring.Rulestring object at 0x7f5b3233eb50>
