,rstring,convtime,visited,bestfit,bestrule
0,65536,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bdca0>
1,0,0,100,"[0.25443787 0.29349112 0.15384615 0.16686391 0.0852071  0.62485207
 0.25088757 0.89230769 0.         0.48284024 1.         0.
 0.12426036 0.23668639 0.26035503 0.12781065 0.43786982 0.45207101
 0.77869822 0.2887574  0.17869822 0.87573964 1.         0.79408284
 0.88284024 0.16213018 1.         0.07810651 1.         0.6260355
 0.53609467 0.84260355 0.23076923 0.3408284  0.39763314 0.74319527
 0.         0.43550296 0.9112426  0.16923077 0.57869822 0.78343195
 1.         0.44378698 0.1112426  0.74674556 0.58106509 0.59881657
 0.50177515 0.12781065 0.59053254 1.         0.07928994 0.62485207
 0.36449704 0.7739645  0.66627219 0.56686391 0.2260355  1.
 0.38106509 0.56686391 0.32189349 0.12307692 0.86863905 0.43786982
 0.8295858  0.38461538 0.56213018 0.         0.35976331 0.57278107
 0.22130178 0.70414201 0.46863905 0.55029586 0.55266272 0.
 0.2295858  0.         0.2556213  0.53254438 0.71242604 0.30887574
 0.86153846 0.73372781 0.06863905 0.56213018 0.26272189 0.1739645
 0.98934911 0.76686391 0.56923077 0.07100592 0.21301775 1.
 0.58224852 0.50295858 0.77633136 0.61183432]",<lifelike.Rulestring.Rulestring object at 0x7f5b32330f40>
2,0,0,100,"[0.83431953 0.03313609 0.7443787  0.18106509 0.54674556 0.49349112
 0.88284024 0.45798817 0.27573964 0.12899408 0.22721893 0.28284024
 0.42130178 0.69467456 0.0816568  0.13964497 0.41775148 0.22485207
 1.         0.27100592 1.         0.         0.41538462 0.22840237
 0.11597633 0.38224852 0.43076923 0.0816568  0.36568047 0.
 0.7964497  0.92071006 0.87100592 0.5964497  0.         0.09467456
 0.70532544 0.36923077 0.19171598 0.42840237 0.73727811 0.79289941
 0.47928994 0.62721893 0.55147929 0.56923077 0.49822485 0.73727811
 0.92544379 0.79289941 1.         1.         0.68994083 0.
 0.03195266 0.41656805 0.49822485 0.72307692 0.2816568  0.29467456
 0.7147929  0.74201183 0.36213018 0.76449704 0.69704142 1.
 0.17278107 0.03195266 0.15029586 0.74556213 0.6295858  0.65798817
 0.95621302 1.         0.69822485 0.6556213  0.61775148 0.5112426
 0.02011834 0.59289941 0.22248521 0.63668639 0.39763314 0.4
 0.6556213  0.4035503  0.96686391 1.         0.04378698 0.35502959
 0.78816568 0.6        0.92544379 0.1443787  0.19763314 0.61301775
 0.74792899 0.33372781 0.86272189 0.07455621]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bfa30>
3,0,0,100,"[0.47337278 0.24497041 0.87928994 1.         0.46627219 1.
 0.84142012 0.56568047 0.58224852 0.29940828 0.52781065 0.30887574
 0.74911243 0.0816568  0.5183432  0.12899408 0.21065089 0.7408284
 0.71242604 0.4260355  0.90414201 0.2        0.10059172 0.5183432
 0.56804734 0.89230769 0.8852071  0.27692308 0.54674556 0.01065089
 0.22130178 0.65443787 0.64023669 0.15029586 0.93491124 0.9408284
 0.79289941 0.10769231 0.4556213  0.46153846 0.44142012 0.86272189
 0.23313609 0.34674556 0.68047337 0.59763314 0.         0.
 0.1443787  0.16686391 0.19289941 0.78579882 0.4887574  1.
 0.75029586 1.         0.16568047 0.82130178 0.75739645 0.98934911
 0.76213018 0.01065089 0.43905325 0.38461538 0.53017751 0.75857988
 0.49467456 0.39053254 0.9408284  0.2816568  0.33017751 0.19763314
 0.12544379 0.29349112 0.81656805 0.18579882 0.84497041 0.70769231
 0.52071006 0.49940828 0.09230769 0.76094675 0.33372781 0.92899408
 0.86035503 0.10059172 0.96449704 0.84378698 0.49230769 0.14792899
 0.6295858  0.71005917 0.         0.4816568  0.         0.44852071
 0.72781065 0.80710059 0.7739645  0.33491124]",<lifelike.Rulestring.Rulestring object at 0x7f5b3235c1f0>
4,16,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba490>
5,34824,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3238d400>
6,4096,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6ee0>
7,2144,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7400>
8,4128,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bf7c0>
9,8707,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3236e940>
