,rstring,convtime,visited,bestfit,bestrule
10,1616,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c580>
11,388,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3239cee0>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7f70>
13,64,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd730>
14,8482,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324351c0>
15,4,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd370>
16,1234,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f79a0>
17,135690,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bdc0>
18,3086,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d6b80>
19,26720,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32335af0>
20,32992,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b77c0>
21,18460,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6eb0>
22,16388,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba8e0>
23,82451,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d4ac0>
24,2598,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d4b50>
25,8625,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324bce50>
26,2062,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241be50>
27,64,0,100,"[0.68757396 0.12189349 0.5147929  0.92899408 0.72307692 0.27573964
 0.29940828 0.06745562 0.03313609 0.46508876 0.89704142 0.21893491
 0.56923077 0.73609467 0.71360947 0.1147929  0.04378698 0.86272189
 0.82485207 0.03313609 0.6852071  0.41656805 0.3704142  0.49349112
 0.10532544 0.91242604 0.70532544 0.03313609 0.88639053 0.03313609
 0.90059172 0.64615385 0.92307692 0.38698225 0.03313609 0.70769231
 0.95621302 0.54792899 0.96686391 0.2591716  0.58224852 0.04378698
 0.64733728 0.09940828 0.9112426  0.66035503 0.03313609 0.96686391
 0.03313609 0.6591716  0.77159763 0.46863905 0.53136095 0.36213018
 0.39053254 0.2295858  0.25325444 0.80946746 0.03313609 0.93609467
 0.20710059 0.84970414 0.24260355 0.87455621 0.03313609 0.58579882
 0.82248521 0.16686391 0.89704142 1.         0.77278107 0.03195266
 0.13491124 0.55976331 0.98934911 0.13964497 0.94674556 0.90769231
 0.6556213  0.73372781 0.32662722 0.44378698 0.13491124 0.1183432
 0.50177515 0.7147929  0.79289941 0.76804734 0.26982249 0.73846154
 0.36094675 0.62721893 0.06508876 0.09230769 0.72071006 0.19171598
 0.96686391 0.4591716  0.83786982 0.42485207]",<lifelike.Rulestring.Rulestring object at 0x7f5b323c3a90>
28,17124,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32299160>
29,22945,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323195e0>
30,55555,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b322d4760>
31,51266,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6610>
32,84705,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3240f5b0>
33,17696,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c490>
34,36934,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239ecd0>
35,53965,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319ac0>
36,149608,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b32319e50>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b322d6610>
38,183816,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c4f0>
39,77200,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b322d4e50>
40,128466,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7940>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d61c0>
42,137177,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323198b0>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bf910>
44,13189,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32336880>
45,208450,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b322f7910>
46,72404,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32335ee0>
47,158825,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7af0>
48,33866,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6b50>
49,105626,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319eb0>
50,243002,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323bbb50>
51,97862,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d66d0>
52,66949,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323f8fa0>
53,43107,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324351f0>
54,219783,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b3235cc40>
55,207806,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323babe0>
56,103355,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b324b74c0>
57,182063,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b322f7940>
58,64755,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f8e80>
59,261633,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba610>
60,251260,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b322f75e0>
61,64955,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b610>
62,173557,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323361f0>
63,138367,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb4c0>
64,113935,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b040>
65,231228,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9fa0>
66,153575,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7700>
67,196094,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32299fa0>
68,237460,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba640>
69,175055,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b322d33d0>
70,29033,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b32336a00>
71,143871,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7250>
72,48830,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239cdf0>
73,38653,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9f70>
74,51987,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3231f3d0>
75,131029,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3231f070>
76,235511,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32319c10>
77,188399,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9b80>
78,261618,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb8b0>
79,122845,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb370>
80,208379,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32299ee0>
81,238591,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323bbdf0>
82,196574,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324bcc10>
83,257534,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32299c40>
84,245759,30,2500,0.9313609467455621,<lifelike.Rulestring.Rulestring object at 0x7f5b32424460>
85,261847,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb820>
86,245759,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323dff10>
87,262015,0,100,"[0.62011834 0.08402367 0.67573964 0.65207101 0.89349112 0.14674556
 0.03195266 0.15621302 0.63786982 0.6035503  0.96804734 0.88047337
 0.44260355 0.61893491 0.0852071  0.         0.37159763 0.80591716
 0.80828402 0.93254438 0.41065089 0.38343195 0.71242604 0.26745562
 0.03195266 0.96804734 0.03195266 0.96804734 0.72899408 0.76449704
 0.03195266 0.29822485 0.24497041 0.58461538 0.48047337 0.49230769
 0.12426036 0.87573964 0.89822485 0.19881657 0.28757396 0.41538462
 0.10059172 0.33491124 0.51597633 0.16923077 0.03195266 0.86390533
 0.49112426 0.70177515 0.03550296 0.76449704 0.28047337 0.35384615
 0.03195266 0.20591716 0.93491124 0.10177515 0.72307692 0.72781065
 0.3112426  0.24615385 0.36213018 0.40236686 0.96804734 0.62011834
 0.11360947 0.87692308 0.62721893 0.62011834 0.6        0.3183432
 0.62721893 0.62721893 0.75266272 0.67218935 0.61775148 0.96804734
 0.46982249 0.77988166 0.03195266 0.03195266 0.61301775 0.6260355
 0.4035503  0.96804734 0.03195266 0.03195266 0.3408284  0.6556213
 0.70414201 1.         0.11360947 0.41065089 0.50887574 0.68639053
 0.45680473 0.03195266 0.13372781 0.96804734]",<lifelike.Rulestring.Rulestring object at 0x7f5b32308430>
88,261887,0,100,"[0.74792899 0.27337278 0.90769231 0.14674556 0.45680473 0.20473373
 0.95739645 0.62130178 0.40118343 0.21065089 0.78461538 0.8852071
 0.25088757 0.12781065 0.91952663 0.71597633 0.7739645  0.66153846
 0.01065089 0.98934911 0.01065089 0.3443787  0.10414201 0.84023669
 0.80591716 0.69585799 0.75384615 0.35976331 0.98934911 0.65798817
 0.75857988 0.72189349 0.84615385 0.2035503  0.15384615 0.01065089
 0.1147929  1.         0.05443787 0.45798817 0.35266272 0.35502959
 0.75029586 0.5739645  0.1183432  0.55502959 0.01065089 0.57278107
 0.79289941 0.92899408 0.32781065 0.46627219 0.93017751 0.43313609
 0.98934911 0.3408284  0.93136095 0.90414201 0.8035503  0.33964497
 0.62485207 0.35266272 0.95621302 0.7964497  0.69112426 0.29822485
 0.09585799 0.43786982 0.61893491 0.01065089 0.09467456 0.98934911
 0.01065089 0.20710059 0.98934911 0.17159763 0.65798817 0.35739645
 0.65443787 0.83313609 0.98934911 0.79289941 0.67928994 0.01065089
 0.15029586 0.77751479 0.1443787  0.97988166 0.60236686 0.40710059
 0.42485207 0.90414201 0.40236686 0.06272189 0.93727811 0.80946746
 0.86863905 0.40710059 0.64733728 0.86153846]",<lifelike.Rulestring.Rulestring object at 0x7f5b323df130>
89,262140,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323dfcd0>
90,249343,30,2500,0.9372781065088758,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa760>
91,131071,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3231f250>
92,241655,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba790>
93,229375,30,2500,0.9668639053254438,<lifelike.Rulestring.Rulestring object at 0x7f5b32419d30>
94,258043,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323d4fa0>
95,130815,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323df2e0>
96,228315,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc400>
97,196347,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c7f0>
98,262143,0,100,"[0.93017751 0.9443787  0.         0.61183432 0.14792899 0.92307692
 0.82011834 0.23550296 0.61775148 0.96804734 0.1408284  0.53609467
 0.96686391 0.33609467 0.5739645  0.76804734 0.03195266 0.38579882
 0.23550296 0.43313609 1.         0.68284024 0.86272189 0.42721893
 1.         0.89585799 0.16804734 0.53491124 0.0816568  0.92071006
 0.29822485 0.59171598 0.         0.         0.10295858 0.74201183
 0.8591716  1.         0.52189349 0.11360947 0.05207101 0.71597633
 0.03195266 0.29230769 0.25680473 0.81538462 0.21538462 0.33609467
 0.53964497 0.         0.69230769 0.06272189 0.04378698 0.75857988
 0.64142012 0.73846154 0.79171598 0.40236686 0.68047337 0.96449704
 0.92071006 0.2295858  0.92071006 0.15976331 0.63786982 0.23076923
 0.56568047 0.09585799 0.7183432  0.19053254 1.         0.30532544
 0.74201183 0.75029586 1.         0.64970414 0.87218935 1.
 0.64852071 0.49467456 0.5112426  0.0816568  1.         1.
 0.18224852 0.41301775 0.79053254 0.58934911 0.44260355 0.
 0.9183432  0.60946746 0.57633136 0.1443787  0.3112426  0.21893491
 0.66390533 0.8        0.36804734 0.72426036]",<lifelike.Rulestring.Rulestring object at 0x7f5b323f63d0>
99,262127,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b3239edf0>
