,rstring,convtime,visited,bestfit,bestrule
0,65536,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323dfe20>
1,0,0,100,"[0.22721893 0.24970414 0.77159763 0.41893491 0.27692308 0.3112426
 0.9443787  0.58698225 0.0591716  0.8591716  0.09585799 0.1408284
 0.0816568  0.36804734 1.         0.88402367 0.44142012 0.77751479
 0.         0.51597633 0.48757396 0.49704142 0.0556213  0.20946746
 0.83076923 0.20118343 0.0591716  0.17514793 0.16686391 0.1408284
 0.47218935 0.44378698 0.7147929  0.67218935 0.40710059 0.58579882
 0.29822485 0.81656805 0.75621302 0.96804734 0.62366864 0.67810651
 0.         0.58934911 0.25088757 0.06982249 0.44260355 0.20828402
 0.30059172 0.10650888 0.7964497  0.85207101 0.11597633 0.54674556
 0.11242604 0.19408284 1.         0.63905325 0.95621302 0.86035503
 1.         0.48047337 0.03195266 0.04378698 0.10532544 0.84733728
 0.79289941 0.43195266 0.9443787  0.13964497 0.17751479 0.86153846
 0.63076923 0.8591716  0.         0.40118343 0.91597633 0.21183432
 0.         0.48047337 0.69822485 0.0556213  1.         0.73254438
 0.59408284 0.03313609 0.05443787 0.69112426 1.         0.79408284
 0.01065089 0.1408284  0.         0.35384615 0.06863905 0.15621302
 0.19408284 0.82130178 0.10532544 0.06982249]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bc250>
2,0,0,100,"[0.53727811 0.54556213 0.03195266 0.2816568  0.25325444 0.
 0.23550296 1.         0.46745562 0.16213018 0.3964497  0.47928994
 0.         0.65443787 0.         0.         0.8816568  0.76686391
 0.29467456 0.30059172 0.50650888 0.         0.52307692 0.10177515
 0.15976331 0.05325444 0.37159763 0.31597633 0.49349112 0.02011834
 0.67692308 0.39053254 1.         0.33491124 0.96804734 0.35857988
 0.46863905 0.84497041 0.73372781 0.         0.52544379 0.0591716
 0.77159763 0.63905325 0.93136095 0.81301775 0.63905325 0.53609467
 0.9443787  0.01065089 0.0852071  0.38224852 0.35029586 0.
 0.26272189 0.5183432  0.49349112 0.         0.80828402 0.54319527
 0.44852071 0.85207101 0.29940828 0.25207101 0.90769231 0.24497041
 0.         0.1147929  0.6852071  0.         0.33846154 0.87928994
 0.58816568 0.29112426 0.63313609 1.         0.32071006 0.2295858
 0.40710059 0.74911243 0.61065089 0.20591716 0.30650888 0.27928994
 0.5147929  0.6816568  0.22721893 0.9183432  0.06508876 0.09112426
 0.93136095 0.09585799 0.84023669 0.33727811 0.34792899 0.02011834
 0.82485207 1.         0.18934911 0.28994083]",<lifelike.Rulestring.Rulestring object at 0x7f5b323df430>
3,0,0,100,"[0.37159763 0.77159763 0.62485207 0.8852071  0.20118343 0.33609467
 0.7443787  0.15502959 0.78224852 0.88047337 0.01065089 0.57751479
 0.77988166 0.12307692 0.79171598 0.47218935 0.20946746 0.7112426
 0.85207101 0.81893491 0.60591716 0.4295858  0.42366864 0.13491124
 0.17751479 0.15976331 1.         0.59171598 0.55739645 0.46982249
 0.77988166 0.20236686 0.56568047 0.75739645 0.97988166 0.59763314
 0.77869822 0.35739645 0.21775148 0.35739645 0.93136095 0.
 0.64497041 0.61656805 0.42840237 0.78106509 0.57159763 0.32781065
 0.17278107 0.7408284  0.09112426 0.41420118 0.93727811 0.44378698
 0.01065089 0.64852071 0.30295858 0.         0.78698225 0.23431953
 0.55621302 0.60473373 0.71005917 0.53017751 0.76804734 0.44260355
 0.24733728 0.68757396 0.4591716  0.96804734 0.58106509 0.
 0.56094675 0.31005917 0.49349112 0.95384615 0.40710059 0.38343195
 0.20710059 0.92899408 0.67100592 1.         0.13846154 0.63905325
 0.82485207 1.         0.         0.26035503 0.2260355  0.64733728
 0.96686391 0.         0.31242604 0.6887574  0.28284024 0.63905325
 0.40473373 0.22011834 0.         0.5408284 ]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bc220>
4,16,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb4f0>
5,34824,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f8520>
6,4096,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239cd00>
7,2144,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323ba460>
8,4128,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c400>
9,8707,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9220>
10,1616,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32299f70>
11,388,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c700>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b323f6700>
13,64,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3235c1c0>
14,8482,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3239cbe0>
15,4,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323df400>
16,1234,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f86d0>
17,135690,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b322f7280>
18,3086,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6e20>
19,26720,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6400>
20,32992,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323df8b0>
21,18460,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323197c0>
22,16388,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d6040>
23,82451,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f64c0>
24,2598,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32299580>
25,8625,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323babb0>
26,2062,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc9d0>
27,64,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bce20>
28,17124,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9eb0>
29,22945,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323f8430>
30,55555,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6ee0>
31,51266,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f7e80>
32,84705,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bad00>
33,17696,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bd00>
34,36934,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239c880>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b3a0>
36,149608,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9c10>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b324192b0>
38,183816,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324b74f0>
39,77200,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b322f7df0>
40,128466,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b3231ff10>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b99a0>
42,137177,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32319b20>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32336820>
44,13189,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b322d61c0>
45,208450,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b323f6d60>
46,72404,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d6100>
47,158825,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9580>
48,33866,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3235cbe0>
49,105626,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32336c70>
50,243002,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b3241b520>
51,97862,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322d6340>
52,66949,30,2500,0.9893491124260355,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9220>
53,43107,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9400>
54,219783,30,2500,0.9408284023668639,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7ee0>
55,207806,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b322f71c0>
