,rstring,convtime,visited,bestfit,bestrule
0,65536,0,100,"[0.47692308 0.22130178 0.66508876 0.07100592 0.11597633 0.92899408
 0.65325444 0.56094675 0.63905325 0.57988166 0.39289941 0.5112426
 0.55502959 0.24497041 0.84023669 0.72071006 0.21893491 0.84142012
 0.07100592 0.35147929 0.06627219 0.07100592 0.20591716 0.64970414
 0.17633136 0.46982249 0.69467456 0.20946746 0.43786982 0.85207101
 0.23905325 0.92899408 0.92899408 0.7183432  0.37633136 0.38816568
 0.7183432  0.07100592 0.40591716 0.81183432 0.22011834 0.61301775
 0.38106509 0.84970414 0.41893491 0.46982249 0.92899408 0.
 0.07100592 0.46153846 1.         0.71242604 0.77869822 0.3183432
 0.37869822 0.92899408 0.36331361 0.35857988 0.15029586 0.64142012
 0.19289941 0.89349112 0.79289941 0.07100592 0.1147929  0.86982249
 0.78816568 0.5147929  0.51715976 0.44852071 0.44023669 0.8591716
 0.5443787  0.18224852 0.07100592 0.46863905 0.42840237 0.07100592
 0.15621302 0.22248521 0.68047337 0.07100592 0.55384615 0.65207101
 0.37514793 0.77159763 0.35029586 0.22840237 0.92899408 0.42248521
 0.30059172 0.36331361 0.89349112 0.1964497  0.45443787 0.31005917
 0.2        0.07100592 0.32781065 0.53846154]",<lifelike.Rulestring.Rulestring object at 0x7f5b32335c40>
1,0,0,100,"[0.9147929  0.9147929  0.67337278 0.24142012 0.35502959 0.7183432
 0.33846154 0.         0.38934911 0.89940828 0.37869822 0.64615385
 0.03550296 0.4        0.69704142 0.28402367 0.7183432  0.41538462
 0.13017751 0.18579882 0.56331361 0.4        0.98934911 0.46035503
 1.         0.39408284 0.6295858  0.81065089 0.87573964 0.88639053
 0.54319527 1.         0.47573964 0.06272189 1.         0.34792899
 1.         0.26272189 0.25443787 0.5112426  0.32307692 0.
 0.92899408 0.50769231 0.83786982 0.25443787 0.0887574  0.93136095
 0.45088757 0.4556213  0.73846154 0.38816568 0.14792899 0.58934911
 0.6591716  0.63550296 0.38816568 0.72071006 0.32781065 0.04378698
 0.12307692 0.1704142  0.74556213 0.70059172 0.61538462 0.46627219
 0.20591716 0.09230769 0.45443787 0.90059172 0.10532544 0.24852071
 0.64142012 0.83313609 0.         0.         0.79526627 0.58461538
 0.29230769 0.4035503  0.87100592 0.63313609 0.58698225 0.28639053
 0.38816568 1.         0.55029586 0.77159763 0.16449704 0.66153846
 0.28639053 0.58224852 0.49467456 0.22721893 0.6035503  0.12544379
 0.82485207 0.62366864 0.86982249 0.93609467]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bdbb0>
2,0,0,100,"[0.64970414 0.65207101 0.68402367 0.60946746 0.4        0.57869822
 0.24615385 0.47337278 1.         0.33964497 0.50532544 0.89585799
 0.93017751 1.         0.         0.32781065 0.61183432 0.41775148
 0.34556213 0.39526627 0.51005917 0.55029586 0.38934911 0.31242604
 0.0591716  0.61893491 0.89467456 0.64733728 0.12307692 0.67928994
 0.8295858  0.23076923 0.         0.82130178 0.88639053 0.39053254
 0.52189349 0.65088757 0.89585799 0.89585799 0.71715976 0.43905325
 1.         0.89940828 0.7964497  0.29467456 0.6852071  0.86627219
 0.68639053 0.71597633 0.18934911 0.52781065 0.77633136 0.70177515
 0.2260355  1.         0.76804734 0.54792899 0.51005917 0.14674556
 0.09822485 0.19289941 0.89585799 0.15739645 0.17633136 0.10414201
 0.7147929  0.26745562 0.62721893 0.20236686 0.86390533 0.
 0.52426036 1.         0.49112426 0.71597633 0.90769231 0.65325444
 0.28402367 0.55857988 0.81538462 0.22130178 0.18816568 0.72662722
 0.35147929 0.73136095 0.81420118 0.49585799 0.33727811 0.6260355
 0.33372781 0.37278107 0.20236686 0.18816568 0.19881657 0.60236686
 0.9443787  0.28757396 0.44142012 0.61538462]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bd3d0>
3,0,0,100,"[0.37278107 1.         0.31597633 0.71242604 0.1739645  0.23905325
 0.11242604 0.96686391 0.80236686 0.53609467 0.47218935 0.13017751
 0.55029586 0.10295858 0.39053254 0.91242604 0.14911243 0.38461538
 0.53846154 0.36449704 0.37869822 0.97988166 0.93017751 0.89230769
 1.         0.38934911 0.59408284 0.21538462 0.20710059 0.39171598
 0.28047337 0.04378698 0.79053254 0.50059172 0.6816568  0.61656805
 0.30414201 0.76923077 0.87573964 0.18934911 0.16568047 0.49467456
 0.27100592 0.26982249 0.10769231 0.78698225 0.25798817 0.9408284
 0.15147929 0.18579882 0.32899408 1.         0.0556213  0.52662722
 0.34556213 0.43076923 0.18343195 0.33017751 0.40118343 0.97988166
 0.66863905 0.         0.40236686 0.57988166 0.21065089 0.83550296
 0.74319527 0.64733728 0.1147929  0.71952663 0.13372781 0.31360947
 0.76568047 0.66627219 0.70887574 1.         0.59171598 0.76686391
 0.49467456 0.27810651 0.8816568  0.86627219 0.87455621 0.53964497
 0.84142012 0.03313609 0.63905325 0.12781065 0.19408284 0.82248521
 0.04260355 0.53254438 0.29112426 0.20710059 0.83550296 0.86982249
 0.81301775 0.07573964 0.5147929  0.76331361]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bdfd0>
4,16,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fe670>
5,34824,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32335c70>
6,4096,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32336130>
7,2144,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fe430>
8,4128,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3235c850>
9,8707,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f8c40>
