"163351","147646","28539","261555","107828","150216","176126","0","20756","78317","0","229055","202623","222399","96253","0","130170","17540","116832","235646","196607","253213","5124","29750","192507","212780","131353","0","244887","221470","262125","175877","245229","36867","120831","227074","119707","69428","4096","1024","47866","249711","246178","262143","4549","262143","226286","197739","211111","101128","200362","142377","736","32768","131033","145169","2","131344","20520","261983","261631","225150","77966","3160","126743","158823","65826","101700","5152","60926","80","106283","584","237039","260095","242655","24303","261119","0","150030","0","25410","40960","234727","116548","161410","1024","67689","59359","258047","261823","206663","240310","188415","261497","67007","262079","155071","22292","249518"
"30","30","30","30","30","30","30","0","30","30","0","30","30","30","30","0","15","30","30","30","30","30","30","30","30","30","30","0","30","30","30","30","30","30","30","30","30","30","0","1","30","30","30","0","30","0","30","30","30","30","30","30","3","1","30","30","30","30","5","30","30","30","8","4","30","30","30","30","1","30","30","30","30","30","30","30","30","30","0","30","0","30","0","30","30","30","0","30","30","0","30","30","30","30","30","30","30","30","30","30"
"2500","2500","2500","2500","2500","2500","2500","100","2500","2500","100","2500","2500","2500","2500","100","1300","2500","2500","2500","2500","2500","2500","2500","2500","2500","2500","100","2500","2500","2500","2500","2500","2500","2500","2500","2500","2500","100","180","2500","2500","2500","100","2500","100","2500","2500","2500","2500","2500","2500","340","180","2500","2500","2500","2500","500","2500","2500","2500","740","420","2500","2500","2500","2500","180","2500","2500","2500","2500","2500","2500","2500","2500","2500","100","2500","100","2500","100","2500","2500","2500","100","2500","2500","100","2500","2500","2500","2500","2500","2500","2500","2500","2500","2500"
