,rstring,convtime,visited,bestfit,bestrule
10,1616,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7d90>
11,388,30,2500,0.9907016060862215,<lifelike.Rulestring.Rulestring object at 0x7f5b324b1bb0>
12,144640,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b322e83d0>
13,64,2,260,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323df460>
14,8482,30,2500,0.9924690693921463,<lifelike.Rulestring.Rulestring object at 0x7f5b32364220>
15,4,0,100,"[0.93913779 0.77712032 0.0387305  0.76568047 0.50517751 0.63254438
 0.32882502 0.94970414 0.67159763 0.05547337 0.0852071  0.71671598
 0.05088757 0.24513948 0.73175542 0.93913779 0.64891519 0.40946746
 0.51183432 0.1704142  0.33136095 0.4556213  0.36804734 0.64866864
 0.59434583 0.2964497  0.47140039 0.9147929  0.59434583 0.26204565
 0.48284024 0.34201183 0.44040575 0.3567202  0.75641026 0.20315582
 0.92645816 0.26568047 0.94378698 0.61115807 0.26982249 0.68385461
 0.4454776  0.13727811 0.15147929 0.0852071  0.78529163 0.27416174
 0.93228139 0.26627219 0.83313609 0.30600169 0.5739645  0.0852071
 0.9295858  0.05325444 0.34674556 0.19033531 0.33305156 0.91272189
 0.34211942 0.30309007 0.44060082 0.92899408 0.10312764 0.47675402
 0.51715976 0.63989856 0.85798817 0.82248521 0.90786137 0.62458909
 0.40743872 0.64201183 0.875      0.51553254 0.93565089 0.87573964
 0.18671926 0.78782756 0.80325444 0.79349112 0.86883629 0.35418428
 0.39053254 0.76754015 0.17582418 1.         0.93431953 0.48816568
 0.20907298 0.65541246 0.22583826 0.85460693 0.74809806 0.82938856
 0.18816568 0.29980276 0.77810651 0.24654832]",<lifelike.Rulestring.Rulestring object at 0x7f5b32354c40>
16,1234,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9af0>
17,135690,30,2500,0.9428007889546351,<lifelike.Rulestring.Rulestring object at 0x7f5b3242ba00>
18,3086,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f6b20>
19,26720,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8250>
20,32992,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f99d0>
21,18460,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb2b0>
22,16388,0,100,"[0.75838264 0.12679628 0.67202029 0.07232084 0.4556213  0.68639053
 0.62552832 0.51141167 0.50532544 0.51732883 0.1316568  0.57790927
 0.56043956 0.58086785 0.49957735 0.66272189 0.30571992 0.34234996
 0.15902367 0.37606838 0.14961961 0.69940828 0.71183432 0.56607495
 0.50295858 0.5581854  0.22992392 0.25509533 0.4408284  0.70282709
 0.57790927 0.19921105 0.22189349 0.59960552 0.36686391 0.87320372
 0.20118343 0.64750634 0.14792899 0.4852071  0.27679158 0.7938856
 0.45759369 0.11197087 0.36982249 0.0816568  0.54522401 0.81434911
 0.14792899 0.67389875 0.77869822 0.87320372 0.63116371 0.50549451
 0.90828402 0.11760355 0.12679628 0.56973795 0.45118343 0.09861933
 0.74753452 0.45956607 0.67324129 0.35042735 0.79068047 0.63905325
 0.12679628 0.2591716  0.71651425 0.63668639 0.76584954 1.
 0.75961538 0.46153846 0.31952663 0.26035503 0.74358974 0.85207101
 0.36923077 0.12869822 0.43431953 0.55029586 0.10828402 0.14792899
 0.6321499  0.13440406 0.12943787 0.11094675 0.41301775 0.34097633
 0.53846154 0.41065089 0.38658777 0.3964497  0.85207101 0.81065089
 0.07016061 0.77366864 0.2566568  0.34674556]",<lifelike.Rulestring.Rulestring object at 0x7f5b324b7430>
23,82451,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323dfe20>
24,2598,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bd910>
25,8625,30,2500,0.9911242603550295,<lifelike.Rulestring.Rulestring object at 0x7f5b3234e100>
26,2062,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32299ca0>
27,64,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bff10>
28,17124,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32336100>
29,22945,30,2500,0.9934253780407627,<lifelike.Rulestring.Rulestring object at 0x7f5b323ce430>
30,55555,30,2500,0.9940828402366864,<lifelike.Rulestring.Rulestring object at 0x7f5b32429220>
31,51266,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324b7340>
32,84705,10,900,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bf70>
33,17696,30,2500,0.992603550295858,<lifelike.Rulestring.Rulestring object at 0x7f5b323657f0>
34,36934,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32396310>
35,53965,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9580>
36,149608,30,2500,0.9603550295857988,<lifelike.Rulestring.Rulestring object at 0x7f5b32424a60>
37,148352,30,2500,0.9301775147928995,<lifelike.Rulestring.Rulestring object at 0x7f5b32383100>
38,183816,30,2500,0.9607988165680473,<lifelike.Rulestring.Rulestring object at 0x7f5b32347cd0>
39,77200,30,2500,0.992603550295858,<lifelike.Rulestring.Rulestring object at 0x7f5b3233fa00>
40,128466,30,2500,0.9949931725079654,<lifelike.Rulestring.Rulestring object at 0x7f5b32341eb0>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322fa580>
42,137177,30,2500,0.9511834319526628,<lifelike.Rulestring.Rulestring object at 0x7f5b3234de20>
43,96344,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b7640>
44,13189,30,2500,0.9921104536489151,<lifelike.Rulestring.Rulestring object at 0x7f5b323be700>
45,208450,30,2500,0.9541420118343196,<lifelike.Rulestring.Rulestring object at 0x7f5b323aac70>
46,72404,8,740,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32436280>
47,158825,30,2500,0.9680473372781065,<lifelike.Rulestring.Rulestring object at 0x7f5b32424940>
48,33866,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32399f10>
49,105626,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8be0>
50,243002,30,2500,0.9689349112426036,<lifelike.Rulestring.Rulestring object at 0x7f5b32347e50>
51,97862,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb430>
52,66949,30,2500,0.9915469146238377,<lifelike.Rulestring.Rulestring object at 0x7f5b322e5c10>
53,43107,7,660,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bb940>
54,219783,30,2500,0.9733727810650887,<lifelike.Rulestring.Rulestring object at 0x7f5b323e52e0>
55,207806,30,2500,0.9664694280078896,<lifelike.Rulestring.Rulestring object at 0x7f5b32424400>
56,103355,30,2500,0.996196111580727,<lifelike.Rulestring.Rulestring object at 0x7f5b32443c70>
57,182063,30,2500,0.9666487358795051,<lifelike.Rulestring.Rulestring object at 0x7f5b32324430>
58,64755,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3235c5e0>
59,261633,30,2500,0.9754210286754665,<lifelike.Rulestring.Rulestring object at 0x7f5b3244a490>
60,251260,30,2500,0.9639591178052717,<lifelike.Rulestring.Rulestring object at 0x7f5b32364850>
61,64955,30,2500,0.9966715976331361,<lifelike.Rulestring.Rulestring object at 0x7f5b32365520>
62,173557,30,2500,0.965034965034965,<lifelike.Rulestring.Rulestring object at 0x7f5b32419ee0>
63,138367,30,2500,0.9630177514792899,<lifelike.Rulestring.Rulestring object at 0x7f5b324437c0>
64,113935,30,2500,0.9951586874663798,<lifelike.Rulestring.Rulestring object at 0x7f5b32365fd0>
65,231228,30,2500,0.9708693673190715,<lifelike.Rulestring.Rulestring object at 0x7f5b32419520>
66,153575,30,2500,0.9633136094674556,<lifelike.Rulestring.Rulestring object at 0x7f5b32424af0>
67,196094,30,2500,0.9563609467455622,<lifelike.Rulestring.Rulestring object at 0x7f5b322e5760>
68,237460,30,2500,0.9621301775147929,<lifelike.Rulestring.Rulestring object at 0x7f5b3239a4c0>
69,175055,30,2500,0.9639053254437869,<lifelike.Rulestring.Rulestring object at 0x7f5b32365a60>
70,29033,30,2500,0.9946207638515331,<lifelike.Rulestring.Rulestring object at 0x7f5b324c1850>
71,143871,30,2500,0.9682625067240452,<lifelike.Rulestring.Rulestring object at 0x7f5b3243eaf0>
72,48830,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323fb5b0>
73,38653,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322dc910>
74,51987,30,2500,0.9940828402366864,<lifelike.Rulestring.Rulestring object at 0x7f5b32309cd0>
75,131029,30,2500,0.9946207638515331,<lifelike.Rulestring.Rulestring object at 0x7f5b322e87c0>
76,235511,30,2500,0.9733727810650887,<lifelike.Rulestring.Rulestring object at 0x7f5b3232e310>
77,188399,30,2500,0.9709072978303748,<lifelike.Rulestring.Rulestring object at 0x7f5b32365640>
78,261618,30,2500,0.9615384615384616,<lifelike.Rulestring.Rulestring object at 0x7f5b32419130>
79,122845,30,2500,0.9959035047792444,<lifelike.Rulestring.Rulestring object at 0x7f5b32309c40>
80,208379,30,2500,0.9726900318616295,<lifelike.Rulestring.Rulestring object at 0x7f5b32365910>
81,238591,30,2500,0.9627218934911242,<lifelike.Rulestring.Rulestring object at 0x7f5b324bf910>
82,196574,30,2500,0.9563609467455622,<lifelike.Rulestring.Rulestring object at 0x7f5b32419790>
83,257534,30,2500,0.965034965034965,<lifelike.Rulestring.Rulestring object at 0x7f5b32347f40>
84,245759,30,2500,0.9661108122646584,<lifelike.Rulestring.Rulestring object at 0x7f5b32347430>
85,261847,30,2500,0.9771766694843618,<lifelike.Rulestring.Rulestring object at 0x7f5b322dc1f0>
86,245759,30,2500,0.9689349112426036,<lifelike.Rulestring.Rulestring object at 0x7f5b32424ac0>
87,262015,0,100,"[0.30473373 0.03195266 0.67973373 0.22662722 0.2967033  0.39907955
 0.59270217 0.81183432 0.37130178 0.49802761 0.58579882 0.97717667
 0.68154922 0.57174556 0.76791584 0.51725838 0.95181741 0.04260355
 1.         0.78747535 0.51371705 0.52728468 0.65483235 0.01597633
 0.90335306 0.49408284 0.33210059 0.91584484 0.2180896  0.56043956
 0.07988166 0.52859961 0.02282333 0.79628064 0.6183432  0.29980276
 0.88419273 0.10295858 0.34714004 0.76627219 0.07185123 0.58382643
 0.09682625 0.8512257  0.81213018 0.66863905 0.40565417 0.53846154
 0.3974359  0.68047337 0.05325444 0.52366864 0.78284024 0.41354372
 0.73846154 0.96956889 0.55399408 0.68531469 0.4057481  0.
 0.97337278 0.9112426  0.13313609 0.67202029 0.43702451 0.11665258
 0.37475345 0.32445759 0.53085376 0.46035503 0.71935757 0.02282333
 0.71671598 0.53057199 0.47810651 0.03476331 0.08622147 0.73372781
 0.88239645 0.14674556 0.58086785 0.62248521 0.44575937 0.29230769
 0.62721893 0.34065934 0.29487179 0.84837278 0.07573964 0.85428994
 0.48013525 0.57790927 0.47810651 0.89151874 0.37179487 0.28500986
 0.57514793 0.78816568 0.93096647 0.38017751]",<lifelike.Rulestring.Rulestring object at 0x7f5b32324be0>
88,261887,30,2500,0.9923922231614539,<lifelike.Rulestring.Rulestring object at 0x7f5b323df2b0>
89,262140,30,2500,0.9563609467455622,<lifelike.Rulestring.Rulestring object at 0x7f5b322e5f70>
90,249343,30,2500,0.9682625067240452,<lifelike.Rulestring.Rulestring object at 0x7f5b32365a90>
91,131071,30,2500,0.9946745562130177,<lifelike.Rulestring.Rulestring object at 0x7f5b322e5670>
92,241655,30,2500,0.9713245334547109,<lifelike.Rulestring.Rulestring object at 0x7f5b32365ac0>
93,229375,30,2500,0.9650887573964497,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5370>
94,258043,30,2500,0.9689349112426036,<lifelike.Rulestring.Rulestring object at 0x7f5b323e5550>
95,130815,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323df1f0>
96,228315,30,2500,0.9682625067240452,<lifelike.Rulestring.Rulestring object at 0x7f5b32347eb0>
97,196347,30,2500,0.97534516765286,<lifelike.Rulestring.Rulestring object at 0x7f5b322e8190>
98,262143,0,100,"[0.65173288 0.05325444 0.42011834 0.80276134 0.26035503 0.64041875
 0.45984784 0.0397295  0.03106509 0.53747535 0.23076923 0.24344886
 0.83017751 0.37672584 0.76923077 0.90769231 0.43860947 0.70857988
 0.37376726 0.86522025 0.51563821 0.05663567 0.21555368 0.07914201
 0.92307692 1.         0.5433925  0.13083498 0.81825866 0.15088757
 0.95364892 0.17488494 0.69822485 0.17357002 0.61360947 0.07100592
 0.9566075  0.41166526 0.94505495 0.16906171 0.34556213 0.2056213
 0.55384615 0.11341223 0.90769231 0.         0.62130178 0.0581854
 0.53106509 0.70340237 0.65384615 0.24006762 0.68967784 0.45430638
 0.87672584 0.69822485 0.04260355 0.49704142 0.37573964 0.386306
 0.9408284  0.95069034 0.20636095 0.         0.01380671 0.62662722
 0.2209073  0.64835165 0.32426036 0.35621302 0.20052597 0.34985207
 0.49630178 0.         0.57573964 0.04948897 0.67117498 0.35925613
 0.49027895 0.23837701 0.64299803 0.49408284 0.54522401 0.24408284
 0.76213018 0.09044801 0.57026627 0.96686391 0.         0.
 0.42840237 0.78254438 0.96872358 0.70479947 0.31445478 0.37928994
 0.56889265 0.64023669 0.07100592 0.        ]",<lifelike.Rulestring.Rulestring object at 0x7f5b323653d0>
99,262127,0,100,"[0.12820513 0.24556213 0.24457594 0.23550296 0.81139053 0.42495966
 0.55621302 0.63313609 0.51360947 0.87795858 0.43458251 0.0498732
 0.27810651 0.9418146  0.28731098 0.37447168 0.25502959 0.86612426
 0.9418146  0.9418146  0.80210388 0.74725275 0.9509721  0.1964497
 0.07840237 0.03879027 0.10758472 0.40014793 0.37672584 0.07810651
 0.51610782 0.10453649 0.6841716  0.9418146  0.57650042 0.45731192
 0.19748521 0.94148586 0.67514793 0.82079459 0.4        0.51310228
 0.22569738 0.53609467 0.77768385 0.46671598 0.39053254 0.
 0.54733728 0.10157791 0.62248521 0.80399408 0.87080868 0.95636095
 0.14464168 0.0498732  0.5887574  0.9501268  0.52399737 0.59631821
 0.7443787  0.69822485 0.89822485 0.95636095 0.62919132 0.74911243
 0.3271344  0.64595661 0.96449704 0.53550296 0.15046492 0.93121302
 0.25295858 0.41617357 0.45414201 0.48047337 0.80473373 1.
 0.85967878 0.38067061 0.64891519 0.23609467 0.84953508 0.27416174
 0.9501268  0.38313609 0.80258203 0.94214333 0.91789941 0.04363905
 0.61275477 0.07810651 0.4750634  0.42941674 0.66863905 0.62214708
 0.11982249 0.19188504 0.51380671 0.15621302]",<lifelike.Rulestring.Rulestring object at 0x7f5b323be040>
