,rstring,convtime,visited,bestfit,bestrule
0,65536,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bcdc0>
1,0,0,100,"[0.58390533 0.9704142  0.5843787  0.40449704 0.75810651 0.01207101
 0.01940828 0.45420118 0.38473373 0.         0.48627219 0.60828402
 0.9704142  0.         0.58710059 0.92692308 0.36177515 0.80295858
 0.51893491 0.         0.11443787 0.30863905 0.68650888 0.00816568
 0.61680473 0.69100592 1.         0.67218935 0.58319527 0.09112426
 0.18201183 0.05242604 0.56852071 0.56319527 0.10710059 0.64852071
 0.49798817 0.06295858 1.         0.94751737 0.37455621 0.52863905
 0.55467456 0.33692308 0.92461538 0.89289941 0.7139645  0.
 0.52118343 0.26236686 0.         0.70414201 1.         0.5060355
 0.48331361 0.75053254 0.03621302 0.97951752 0.72757396 0.4616568
 0.75029586 0.04485207 1.         0.26414201 0.35112426 0.83851085
 0.97337278 0.         0.67727811 0.02035503 0.38721893 0.2983432
 0.83195266 0.53763314 0.95914342 0.44674556 0.92994083 0.6191716
 0.90175049 0.52224852 0.28568047 0.53550296 0.31431953 0.
 0.36485207 0.32189349 0.93975256 0.97129082 0.45195266 0.73621302
 0.0052071  0.62816568 0.95857988 0.81905325 0.41976331 0.44047337
 0.5802851  0.59112426 0.         0.57692308]",<lifelike.Rulestring.Rulestring object at 0x7f5b3231c1f0>
2,0,0,100,"[0.04106509 0.64627219 0.9311589  0.00816568 0.80721893 0.95914342
 0.73976331 0.2564497  0.5547929  0.9750634  1.         0.44260355
 0.52508876 0.30828402 0.71514793 0.00781065 0.69775148 0.34106509
 0.42674556 0.         0.         0.9750634  0.6564497  0.95463511
 0.5287574  0.45928994 0.0164497  0.95688926 0.56047337 0.61005917
 0.52615385 0.96722804 0.9750634  0.80887574 0.04591716 0.6852071
 0.44059172 0.24828402 1.         0.64414201 0.         0.26887574
 0.9670858  0.9704142  0.0156213  0.         0.34059172 0.57360947
 0.38781065 0.80666024 1.         0.28142012 0.01136095 1.
 0.52426036 0.3035503  0.93073442 0.00923077 1.         0.7391716
 0.8991716  0.67313609 0.36189349 0.6791716  0.48828402 0.10260355
 0.97147084 0.2712426  0.75242066 0.63325444 0.71183432 0.
 0.24319527 0.76094675 0.80395515 0.36852071 0.44295858 0.41550296
 0.36733728 0.96416831 0.03502959 0.06461538 0.05053254 0.53763314
 0.         0.75502959 0.01289941 0.06887574 0.87897999 0.10260355
 0.67538462 0.50781065 0.07656805 0.03218935 0.00106509 0.53550296
 0.48923077 0.54721893 0.58059172 0.9550992 ]",<lifelike.Rulestring.Rulestring object at 0x7f5b3243e160>
3,0,0,100,"[0.9750634  0.38378698 0.01680473 0.02508876 0.20544379 0.9637574
 0.22366864 0.61325444 0.         0.95147929 0.09136095 0.59100592
 0.28023669 0.97115385 0.29420118 1.         0.7112426  0.35313609
 0.11514793 0.35798817 0.24923077 0.0564497  0.00331361 0.94236686
 0.0104142  0.5147929  0.26331361 0.         1.         0.39467456
 0.11230769 0.53420118 0.04568047 0.73964497 0.23846154 0.03538462
 0.         0.         0.93964497 0.04568047 1.         0.33372781
 0.87897999 0.79545818 0.29455621 0.62497041 0.15301775 0.65337278
 0.78071006 0.64319527 0.35360947 0.24721893 1.         0.53171598
 0.98540434 0.43881657 0.28011834 0.54674556 0.56804734 0.74627219
 0.17798817 0.43739645 0.         1.         0.97951752 0.64319527
 0.89704142 0.26568047 0.38627219 0.58295858 0.58911243 1.
 0.80757396 0.97550296 0.70627219 0.56414201 0.71597633 0.9687574
 0.30201183 0.00710059 0.64366864 0.76591716 0.3312426  0.27585799
 0.01360947 0.28426036 0.39278107 0.44485207 0.57633136 0.89405466
 0.13266272 0.5808284  0.3808284  0.73431953 0.40769231 0.94061708
 0.30970414 0.72823331 0.69443787 0.97951752]",<lifelike.Rulestring.Rulestring object at 0x7f5b3231cca0>
4,16,0,100,"[1.         0.26591716 0.79289941 0.35171598 0.66781065 0.57680473
 0.42804734 0.21668639 0.65846154 0.77597633 0.96508876 0.39218935
 0.96609012 0.24804734 0.12923077 0.71893491 0.66769231 0.66934911
 0.5816568  0.07100592 0.96731474 0.06544379 0.01029586 0.67278107
 0.60213018 0.12201183 0.10556213 0.03266272 0.3635503  0.96508876
 0.6495858  0.55573964 0.6939645  0.71266272 0.55254438 0.50899408
 0.96609012 0.06852071 0.96784152 0.96609012 0.36059172 0.01621302
 0.76260919 0.94251902 0.96508876 0.54982249 0.47360947 0.68319527
 0.66118343 0.03692308 0.96238377 0.9581854  0.20721893 0.68
 0.57502959 0.94223725 0.01017751 0.87011834 0.12923077 0.96508876
 0.3904142  0.96508876 0.05384615 0.62911243 0.92295858 0.44319527
 0.66023669 0.4564497  0.67786982 0.32426036 0.8816568  0.2147929
 0.06331361 0.09349112 0.00698225 0.95587857 0.92843054 0.32497041
 0.00698225 0.70153846 0.25656805 0.96731474 0.51573964 0.02899408
 0.94153846 0.80647407 0.54662722 0.47289941 0.19680473 0.57952663
 0.01325444 0.46911243 0.29715976 0.28331361 0.3687574  0.53443787
 0.4564497  0.96508876 0.76426036 0.58402367]",<lifelike.Rulestring.Rulestring object at 0x7f5b324bdfa0>
5,34824,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8970>
6,4096,0,100,"[0.41467456 0.16911243 0.31514793 0.78753698 0.57112426 0.48710059
 0.57846154 0.42828402 0.60650888 0.01242604 0.32710059 0.52319527
 0.84189349 0.40473373 0.59195266 0.93722038 0.70094675 0.42426036
 0.00887574 0.98076923 0.81558185 0.00556213 0.85526627 0.46059172
 0.28923077 0.57254438 0.36863905 0.21739645 0.0983432  0.95633136
 0.13656805 0.67455621 0.50556213 0.77905325 0.38804734 0.00556213
 0.90809518 0.4183432  0.03822485 0.0164497  0.90934911 0.47585799
 0.91584484 0.0747929  0.4616568  0.49857988 0.42899408 0.33112426
 0.54568047 0.60556213 0.97218935 0.58532544 0.0339645  0.93333333
 0.85171598 0.89567113 0.96615385 0.90047337 0.33621302 0.88662722
 0.97218935 0.29822485 1.         0.37609467 0.55266272 0.93121302
 0.96094675 0.45633136 0.97218935 0.33076923 0.65573964 0.01822485
 0.06781065 0.57739645 0.02130178 0.97218935 0.00556213 0.30568047
 0.01905325 0.97069597 0.00556213 0.29597633 0.00556213 0.93254438
 0.20710059 0.22911243 0.97218935 0.96224852 0.94892557 0.51964497
 0.61159763 0.03029586 0.28343195 0.52295858 0.33893491 0.97218935
 0.00556213 0.3704142  0.23289941 0.00556213]",<lifelike.Rulestring.Rulestring object at 0x7f5b323e4b20>
7,2144,3,340,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3241bd00>
8,4128,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323bffd0>
9,8707,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9040>
10,1616,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f93a0>
11,388,30,2500,0.9822485207100592,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc160>
12,144640,30,2500,0.9739644970414201,<lifelike.Rulestring.Rulestring object at 0x7f5b32444340>
13,64,0,100,"[0.89053254 0.52532544 0.79420118 0.89266272 0.0139645  0.93421511
 0.0583432  0.33242604 0.68331361 0.93596318 0.5035503  0.53467456
 0.66781065 0.26224852 0.03408284 0.38461538 0.71573964 0.56923077
 0.52733728 0.26816568 0.4991716  0.8852071  0.0216568  0.62674556
 0.42485207 0.52970414 0.87988166 0.90579882 0.52011834 0.0043787
 0.52059172 0.01550296 0.00923077 0.02142012 0.98343195 0.44887574
 0.64071006 0.68426036 0.28497041 0.42828402 0.47597633 0.01408284
 0.26923077 0.         0.02757396 0.00331361 0.80047337 0.00650888
 0.07088757 0.34923077 0.92415277 0.42485207 0.26887574 0.00331361
 0.01017751 0.40686391 0.46023669 0.05633136 0.01633136 0.11786982
 0.05183432 0.90911849 0.01408284 0.37798817 0.33017751 0.95739645
 0.98343195 0.98136095 0.76650888 0.73147929 0.58378698 0.11786982
 0.00331361 0.53147929 0.04236686 0.31313609 0.79372781 0.47597633
 0.36307692 0.32106509 0.67940828 0.79968674 0.27360947 0.65538462
 0.41751479 0.56334051 0.00331361 1.         0.38414201 0.94799128
 0.78907791 0.98343195 0.63822485 0.90202284 0.94662722 0.42473373
 0.00331361 0.40248521 0.98343195 0.00650888]",<lifelike.Rulestring.Rulestring object at 0x7f5b3240c760>
14,8482,30,2500,0.9927380311995697,<lifelike.Rulestring.Rulestring object at 0x7f5b3241ba30>
15,4,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324bc730>
16,1234,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9190>
17,135690,30,2500,0.8775147928994083,<lifelike.Rulestring.Rulestring object at 0x7f5b3234d910>
18,3086,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323b9f70>
19,26720,8,740,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323d57c0>
20,32992,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323ef4c0>
21,18460,6,580,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9be0>
22,16388,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3239e3a0>
23,82451,30,2500,0.9027218934911243,<lifelike.Rulestring.Rulestring object at 0x7f5b323b8820>
24,2598,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32319cd0>
25,8625,30,2500,0.992200107584723,<lifelike.Rulestring.Rulestring object at 0x7f5b322f91c0>
26,2062,4,420,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b322f9cd0>
27,64,1,180,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3231cf10>
28,17124,9,820,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b324134f0>
29,22945,30,2500,0.9925443786982249,<lifelike.Rulestring.Rulestring object at 0x7f5b3233a100>
30,55555,30,2500,0.9923076923076923,<lifelike.Rulestring.Rulestring object at 0x7f5b32333700>
31,51266,15,1300,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3240b880>
32,84705,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b32377610>
33,17696,30,2500,0.9904667981591059,<lifelike.Rulestring.Rulestring object at 0x7f5b323976a0>
34,36934,5,500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323f6400>
35,53965,17,1460,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b323a94f0>
36,149608,30,2500,0.9453254437869822,<lifelike.Rulestring.Rulestring object at 0x7f5b323d5c70>
37,148352,30,2500,0.9622485207100592,<lifelike.Rulestring.Rulestring object at 0x7f5b3233c790>
38,183816,30,2500,0.9622485207100592,<lifelike.Rulestring.Rulestring object at 0x7f5b324155e0>
39,77200,30,2500,0.9884023668639054,<lifelike.Rulestring.Rulestring object at 0x7f5b32415820>
40,128466,30,2500,0.9976331360946745,<lifelike.Rulestring.Rulestring object at 0x7f5b32333340>
41,80103,30,2500,1.0,<lifelike.Rulestring.Rulestring object at 0x7f5b3243efa0>
42,137177,30,2500,0.9263905325443786,<lifelike.Rulestring.Rulestring object at 0x7f5b323f99a0>
43,96344,30,2500,0.871705217859064,<lifelike.Rulestring.Rulestring object at 0x7f5b3233adc0>
44,13189,30,2500,0.9874484489869105,<lifelike.Rulestring.Rulestring object at 0x7f5b322f98b0>
45,208450,30,2500,0.9636686390532544,<lifelike.Rulestring.Rulestring object at 0x7f5b323193a0>
