"[1, 2, 7, 8]_[1, 3, 4, 7]","[1, 2, 8]_[1, 3, 4, 6, 7]","[1, 2, 3]_[2, 4, 6, 8]","[1, 2]_[1, 2, 3, 4, 6, 7]","[1, 2, 3, 8]_[1, 3, 5, 6]","[1, 2, 6, 7, 8]_[1, 2, 3, 6, 7]","[1, 2, 7, 8]_[1, 3, 4, 7, 8]","[1, 2, 3, 8]_[1, 3, 4, 6]","[1]_[2, 3, 4, 5, 6, 8]","[1, 3, 7, 8]_[1, 2, 3, 4, 7, 8]","[1, 2, 7, 8]_[1, 2, 3, 4, 6, 7, 8]","[1, 2, 3, 8]_[1, 3, 4, 6, 7]","[2, 7, 8]_[1, 3, 5, 6, 8]","[1, 2, 3]_[1, 2, 3, 4, 7, 8]","[1, 2, 7, 8]_[1, 3, 4, 6, 8]","[1, 2, 3, 7]_[2, 3, 5, 7]","[2, 3, 8]_[1, 3, 4, 6]","[1, 2, 5]_[1, 2, 3, 4]","[1, 2, 3]_[2, 3, 5, 7, 8]","[1, 2, 3, 8]_[1, 2, 4, 7]","[1, 2, 7, 8]_[1, 2, 3, 4, 6, 7]","[1, 2, 7, 8]_[1, 2, 3, 4, 8]","[1, 2]_[1, 2, 3, 4, 7, 8]","[1, 6, 8]_[1, 2, 3, 4, 7]","[1, 2, 7, 8]_[1, 3, 4, 6, 7]"
1101011110110010,1101001110110010,1111000001110101,1100000011110110,1010000111101110,1100001111100110,1100000100110111,1111100010110100,1000100001111101,1011010100110110,1100011111100110,1110000110110111,0110101110111100,1110000011110001,0101001110010101,0110001001101010,0110100110000010,0100100011110000,1110001001100011,1001110101011100,1100001110110010,1100101111110001,1100100011110011,1000010111110010,1110001110110110
0.946938775510204,0.9183673469387754,0.9020408163265307,0.8775510204081631,0.8612244897959185,0.8571428571428571,0.8448979591836734,0.8408163265306121,0.8122448979591836,0.8122448979591836,0.7795918367346938,0.7306122448979592,0.7020408163265305,0.6938775510204082,0.6897959183673469,0.6775510204081633,0.673469387755102,0.6693877551020407,0.620408163265306,0.6081632653061224,0.6081632653061224,0.5836734693877551,0.5795918367346938,0.5428571428571428,0.5265306122448979
