"[1, 6]_[2, 3, 4, 6, 7]","[1, 6, 8]_[1, 2, 3, 5, 6, 7, 8]","[1, 6]_[1, 2, 3, 5]","[1, 6]_[1, 2, 3, 5]","[1, 6, 7, 8]_[1, 2, 3, 5, 7, 8]","[1, 6, 8]_[1, 2, 3, 4]","[1, 3]_[4, 5, 8]","[1, 6]_[2, 3, 5, 6, 7, 8]","[1, 6]_[1, 2, 3, 5, 8]","[1, 6]_[2, 3, 5, 6]","[1, 6]_[2, 3, 5, 6, 7, 8]","[1, 6]_[1, 2, 3, 5, 6, 8]","[1, 6, 7, 8]_[2, 3, 6, 7]","[1, 6]_[1, 2, 3, 5, 7, 8]","[1, 6]_[1, 2, 3, 5, 8]","[1, 6]_[1, 2, 3, 5, 6]","[1, 6]_[1, 2, 3, 5, 8]","[1, 6]_[2, 3, 5, 6]","[1, 6]_[1, 2, 3, 6, 8]","[1, 6, 7, 8]_[2, 3, 8]","[1, 6]_[2, 3, 7, 8]","[1, 6]_[1, 2, 3, 6, 8]","[1, 6]_[1, 2, 3, 5, 6, 7, 8]","[1, 6]_[1, 2, 3, 6, 8]","[1, 6]_[2, 3, 6, 7]"
0100111110111011,1000110111101111,1000011011101000,1000010011101000,1000011111101011,1000011110110110,1010000000011001,1000010001101011,1000010001101001,1010000000010101,1000010001100111,1000100011101001,1010000101001100,1010010011101111,1000000011101011,1000010011101100,1000010001101001,0101101111101100,1000010011100101,0000100000101011,0000010101101011,1000010011100111,1100011111001100,0000010001100101,1100010001100111
1.0,0.9795918367346939,0.9591836734693877,0.9387755102040816,0.9183673469387754,0.8979591836734693,0.8775510204081632,0.8571428571428571,0.836734693877551,0.8163265306122448,0.7959183673469387,0.7755102040816326,0.7551020408163265,0.7346938775510203,0.7142857142857142,0.6938775510204082,0.673469387755102,0.6530612244897959,0.6326530612244897,0.6122448979591836,0.5918367346938775,0.5714285714285714,0.5510204081632653,0.5306122448979591,0.5102040816326531
