"[3]_[2, 3]","[3, 7]_[2, 3]","[3, 7]_[2, 3]","[3, 7]_[2, 3]","[3, 7]_[2, 3]","[3, 7]_[2, 3]","[3]_[1, 2, 3]","[3]_[1, 2, 3]","[3, 7]_[2, 3]","[3, 8]_[1, 2, 3]"
0010000001100000,0010001001100000,0010001001100000,0010001001100000,0010001001100000,0010001001100000,0010000011100000,0010000011100000,0010001001100000,0010000111100000
