,epoch,vals
0,0,128
1,0,0
2,0,0
3,0,0
4,0,1152
5,0,1058
6,0,2692
7,0,49665
8,1,16897
9,1,16897
10,1,128
11,1,128
12,1,0
13,1,0
14,1,0
15,1,0
16,2,16384
17,2,16896
18,2,16896
19,2,16896
20,2,16896
21,2,16896
22,2,16896
23,2,16896
24,3,16928
25,3,16384
26,3,16384
27,3,16384
28,3,16384
29,3,16384
30,3,16384
31,3,16896
32,4,16416
33,4,16928
34,4,16928
35,4,16928
36,4,16928
37,4,16384
38,4,16384
39,4,16384
40,5,16416
41,5,16416
42,5,16416
43,5,16416
44,5,16416
45,5,16416
46,5,16416
47,5,16960
48,6,16480
49,6,16992
50,6,16448
51,6,16448
52,6,16416
53,6,16416
54,6,16416
55,6,16416
56,7,16480
57,7,16480
58,7,16480
59,7,16480
60,7,16992
61,7,16992
62,7,16992
63,7,16996
64,8,16480
65,8,16480
66,8,16480
67,8,16480
68,8,16480
69,8,16480
70,8,16480
71,8,16480
72,9,16480
73,9,16480
74,9,16480
75,9,16480
76,9,16480
77,9,16480
78,9,16480
79,9,16480
80,10,16480
81,10,16480
82,10,16480
83,10,16480
84,10,16480
85,10,16480
86,10,16480
87,10,16480
