"[2, 3, 7, 8]_[1, 3, 5]","[3, 6, 7, 8]_[6, 8]","[0, 3, 8]_[1, 2, 3, 5, 6, 8]","[0, 6, 7]_[3, 4, 7]"
001100011010101000,000100111000000101,100100001011101101,100000110000110010
