"[5, 6, 8]_[1, 4, 6, 7, 8]","[5, 6, 8]_[1, 4, 6, 7, 8]","[5, 6, 8]_[1, 4, 6, 7, 8]","[5, 6, 8]_[1, 4, 6, 7, 8]"
0000110110010111,0000110110010111,0000110110010111,0000110110010111
