d,p
105.72727272727275,74.35454545454547
95.70833333333333,76.09166666666665
102.81666666666666,79.35333333333334
97.72058823529412,73.31764705882354
104.17500000000001,78.71111111111111
97.15333333333335,72.52666666666667
98.41388888888889,72.02222222222221
99.40416666666665,76.85000000000001
103.41470588235295,69.53529411764706
97.245,72.08
