"[2, 8]_[3, 4, 6, 7, 8]","[2, 7, 8]_[3, 4, 5, 8]","[1, 2, 7, 8]_[3, 4, 6, 7, 8]","[2, 7, 8]_[3, 4, 6, 7, 8]","[2, 7, 8]_[2, 3, 4, 7]","[2, 7, 8]_[3, 4, 5, 7]","[2, 3, 7]_[3, 4, 5, 7]","[2, 6, 7, 8]_[1, 3, 4, 6, 8]","[2]_[3, 4, 5, 8]","[2, 8]_[3, 4, 5, 8]","[2, 8]_[3, 4, 5, 8]","[2, 8]_[4, 6, 8]","[2, 5, 8]_[5, 6, 7, 8]","[1, 2, 7, 8]_[3, 4, 6, 8]","[2, 7, 8]_[3, 4, 6, 8]","[2, 8]_[3, 4, 5, 8]","[2, 7, 8]_[2, 3, 4, 6, 8]","[2]_[3, 4, 8]","[2, 7, 8]_[2, 3, 4, 7]","[2, 8]_[1, 3, 4, 6, 7, 8]","[2, 8]_[2, 4, 5, 8]","[2, 7, 8]_[3, 4, 6, 7, 8]","[2, 7, 8]_[3, 6, 8]","[2, 7, 8]_[3, 6, 8]","[2, 8]_[2, 4, 5, 7]"
0000100100110111,0100001100111101,1100001100110111,0100001100110111,0110101000011110,0100001100111011,0110001100110110,0100011110110101,0100111101101011,0100010101111001,0100010100111001,0100000110100111,0100000100001101,1100001000110101,0100001100111101,0100000100111001,1100101101110101,0100100000010101,0100010100110000,0101000100110111,0100000101001000,0100001100010111,0100001000100101,0101011100100101,0100000101011010
0.9469387755102041,0.926530612244898,0.910204081632653,0.910204081632653,0.8489795918367347,0.8285714285714286,0.8244897959183674,0.8244897959183672,0.8081632653061224,0.8040816326530612,0.7673469387755102,0.7551020408163265,0.7387755102040816,0.7346938775510204,0.7346938775510203,0.726530612244898,0.7020408163265306,0.6326530612244897,0.6244897959183673,0.6,0.5959183673469387,0.5918367346938775,0.5877551020408164,0.5591836734693878,0.5591836734693878
