"[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3]_[2, 3]","[3, 8]_[2, 3]","[3, 8]_[2, 3]"
0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000001100000,0010000101100000,0010000101100000
