"[1, 4]_[1, 2, 3, 4, 8]","[2, 3, 8]_[1, 2, 3, 5, 6, 8]","[2, 3, 8]_[1, 2, 3, 5, 6]","[1, 3, 8]_[2, 4, 6, 8]","[1, 2, 3]_[1, 2, 3, 4, 6, 7, 8]","[1, 2, 4, 8]_[1, 2, 3, 4, 6, 8]","[1, 4, 8]_[1, 2, 3, 4, 8]","[2, 4]_[1, 2, 3, 4, 6, 8]","[3, 8]_[1, 2, 3, 4, 6, 8]","[1, 3, 8]_[1, 2, 4, 6, 7, 8]","[1, 3, 8]_[1, 2, 4, 6, 8]","[1, 2, 3, 8]_[1, 2, 3, 4, 6, 8]","[1, 4]_[1, 2, 3, 4, 6]","[1, 3, 8]_[2, 3, 4, 7, 8]","[2, 3, 8]_[1, 2, 3, 5, 6]","[1, 2, 4]_[1, 2, 3, 4, 6]","[1, 2, 3]_[1, 2, 3, 4, 6]","[2, 4]_[1, 2, 3, 4, 6]","[1, 3, 8]_[2, 4, 6]","[1, 4]_[1, 2, 3, 4, 6]","[2]_[1, 3, 4, 6, 8]","[1, 2, 3, 8]_[1, 2, 3, 5, 6, 8]","[1, 3, 8]_[2, 3, 4, 6]","[1, 3]_[2, 3, 4, 6]","[1, 2, 3]_[1, 2, 3, 4, 6, 8]"
1001010011110001,0110000111101101,0110000111101101,1010000101010101,0010000011100110,1101000111110101,1011000111110011,0101000011111111,1010000111110101,1010000111010111,1010010111010101,1011001011110101,1000100010110100,1010000100111011,0110000111101100,1101010011110100,1010011001101101,0101000011110100,1010000011000100,1001000011110100,0100000010110001,0110000111101101,1010000101110000,0110000001110100,1111000011010111
1.0,0.9795918367346939,0.9591836734693877,0.9387755102040816,0.9183673469387754,0.8979591836734693,0.8775510204081632,0.8571428571428571,0.836734693877551,0.8163265306122448,0.7959183673469387,0.7755102040816326,0.7551020408163265,0.7346938775510203,0.7142857142857142,0.6938775510204082,0.673469387755102,0.6530612244897959,0.6326530612244897,0.6122448979591836,0.5918367346938775,0.5714285714285714,0.5510204081632653,0.5306122448979591,0.5102040816326531
