,epoch,vals
0,0,262015
1,0,261567
2,0,512
3,0,2112
4,1,1855
5,1,1599
6,1,32127
7,1,35007
8,2,1407
9,2,51391
10,2,21695
11,2,1855
12,3,1407
13,3,50495
14,3,1919
15,3,1919
16,4,18303
17,4,50559
18,4,383
19,4,1535
20,5,17919
21,5,49535
22,5,25087
23,5,17855
24,6,16895
25,6,16767
26,6,16703
27,6,17919
28,7,16895
29,7,16895
30,7,16767
31,7,16767
32,8,16895
33,8,16895
34,8,16895
35,8,16895
36,9,16895
37,9,16895
38,9,16895
39,9,16895
40,10,16895
41,10,16895
42,10,16895
43,10,16895
44,11,16895
45,11,16895
46,11,16895
47,11,16895
48,12,16895
49,12,16895
50,12,16895
51,12,16895
52,13,16895
53,13,16895
54,13,16895
55,13,16895
56,14,16895
57,14,16895
58,14,16895
59,14,16895
60,15,16895
61,15,16895
62,15,16895
63,15,16895
64,16,16895
65,16,16895
66,16,16895
67,16,16895
68,17,16895
69,17,16895
70,17,16895
71,17,16895
72,18,16895
73,18,16895
74,18,16895
75,18,16895
76,19,16895
77,19,16895
78,19,16895
79,19,16895
80,20,16895
81,20,16895
82,20,16895
83,20,16895
84,21,16895
85,21,16895
86,21,16895
87,21,16895
88,22,16895
89,22,16895
90,22,16895
91,22,16895
92,23,16895
93,23,16895
94,23,16895
95,23,16895
96,24,16895
97,24,16895
98,24,16895
99,24,16895
100,25,16895
101,25,16895
102,25,16895
103,25,16895
104,26,16895
105,26,16895
106,26,16895
107,26,16895
108,27,16895
109,27,16895
110,27,16895
111,27,16895
112,28,16895
113,28,16895
114,28,16895
115,28,16895
116,29,16895
117,29,16895
118,29,16895
119,29,16895
120,30,16895
121,30,16895
122,30,16895
123,30,16895
