"[1, 7, 8]_[2, 3, 4, 7, 8]","[1, 4]_[1, 2, 3, 4, 6, 7, 8]","[1]_[2, 3, 4, 5]","[1]_[2, 3, 4, 5, 8]","[2, 8]_[1, 2, 3, 4]","[1, 3, 7]_[1, 4, 8]","[1]_[2, 3, 4, 5, 8]","[2, 7, 8]_[1, 2, 3, 4, 5, 7, 8]","[1, 3, 7]_[1, 2, 3, 4, 8]","[2, 7, 8]_[1, 2, 3, 4, 7, 8]","[2, 7, 8]_[1, 2, 3, 4, 8]","[1]_[2, 3, 4, 5, 7, 8]","[1, 2, 7]_[1, 3, 4, 8]","[1, 6, 7]_[1, 2, 3, 4, 6, 7, 8]","[1, 3, 7]_[2, 3, 4, 8]","[1, 2]_[2, 3, 4, 8]","[2, 8]_[2, 3, 5, 7, 8]","[1, 2, 6, 7]_[1, 2, 3, 4, 8]","[2, 7]_[1, 2, 3, 4, 5]","[1, 2, 5, 7]_[2, 4, 8]","[1, 3]_[2, 3, 8]","[2, 8]_[2, 3, 5, 8]","[1, 4, 7]_[1, 2, 3, 4, 8]","[1, 3, 7]_[2, 3, 4, 8]","[2, 8]_[2, 4, 6, 7, 8]"
1110100101010011,1001000011010111,1000000001111000,1110000101110011,0100100111110000,1010101010010001,1000000001111000,1100001111101001,1111000111110000,0100001111110001,0100000111110001,1001001011111001,0000001010010001,0001111011010101,1010101101110001,1000000001100001,0101000101111011,1100011111110001,0001001111110000,1100111001000001,1010000001100001,0100000101111000,1001011011110001,1110001001110000,0100000101010111
0.9551020408163265,0.8367346938775511,0.8285714285714285,0.8204081632653061,0.8122448979591836,0.8081632653061224,0.7877551020408162,0.7877551020408162,0.7836734693877552,0.7714285714285714,0.7591836734693878,0.7510204081632652,0.7469387755102042,0.7306122448979591,0.7224489795918367,0.7020408163265306,0.6938775510204082,0.693877551020408,0.6897959183673469,0.6693877551020408,0.6693877551020408,0.6693877551020407,0.6653061224489795,0.6204081632653061,0.5999999999999999
